"","GID_0","NAME_0","GID_1","NAME_1","GID_2","NAME_2","VARNAME","TYPE_2","ENGTYPE","HASC_2","ID","NAME_En","prvnc_d","Dstrct_","Dstrct_p","District_province","date","vintage_date","ensemble_dist_wgt","case_vintage","epidemic_flag","epidemic_flag_poisson","epidemic_flag_poisson2","epidemic_flag_nb","epidemic_flag_quant","epidemic_flag_fixed","threshold_poisson","threshold_poisson2","threshold_nb","threshold","threshold_quant","epidemic_flag_ensamble_possion","epidemic_flag_ensamble_nb","epidemic_flag_ensamble_fixed","epidemic_flag_ensamble_quant","geometry"
"1","VNM","Vietnam","VNM.1_1","An Giang","VNM.1.1_1","An Phú","AN PHU","Huyện","District","VN.TT.AL",0,"AN GIANG","An Giang An Phú","An Phu_An Giang","An Phu_An Giang","An Phu An Giang",2012-03-01,2012-01-01,10.4789974282201,8,0,0,0,0,0,0,22,20,20,20.6938330115242,17.25,0,0,0,0,list(list(c(105.12155914, 105.11474609, 105.10116577, 105.09790039, 105.0883255, 105.08817291, 105.08486938, 105.0823288, 105.08082581, 105.07979584, 105.07845306, 105.07551575, 105.06964111, 105.06411743, 105.06388092, 105.06224823, 105.05731201, 105.05618286, 105.05581665, 105.05714417, 105.05714417, 105.05713654, 105.05709839, 105.05741882, 105.05765533, 105.05817413, 105.05445862, 105.03429413, 105.03371429, 105.03344727, 105.03321075, 105.02843475, 105.02928925, 105.02968597, 105.03210449, 105.0340271, 
105.03412628, 105.03579712, 105.03618622, 105.03612518, 105.03710938, 105.04132843, 105.04379272, 105.04589081, 105.04577637, 105.04736328, 105.0459137, 105.04581451, 105.04315948, 105.04559326, 105.05018616, 105.05410767, 105.05577087, 105.05384827, 105.05429077, 105.05366516, 105.05221558, 105.05272675, 105.06240845, 105.06811523, 105.07154846, 105.07563019, 105.07835388, 105.07939911, 105.07873535, 105.07830048, 105.07971191, 105.07945251, 105.08003998, 105.08013916, 105.08270264, 105.08377838, 
105.09247589, 105.09799194, 105.1036911, 105.11251831, 105.1131897, 105.11681366, 105.11765289, 105.11812592, 105.11734009, 105.11470032, 105.10448456, 105.10419464, 105.1036911, 105.1026535, 105.10231781, 105.10006714, 105.10471344, 105.10920715, 105.1309967, 105.13191223, 105.13226318, 105.13300323, 105.13304138, 105.12864685, 105.15106201, 105.15325928, 105.15657806, 105.15827942, 105.16007233, 105.13954926, 105.13541412, 105.13716125, 105.13696289, 105.13466644, 105.12782288, 105.12457275, 105.12155914, 
10.71159267, 10.71973896, 10.74414539, 10.76532078, 10.76043224, 10.76061153, 10.76449966, 10.76829147, 10.77006054, 10.77185059, 10.77317238, 10.77719688, 10.77971745, 10.78042889, 10.78098106, 10.79805946, 10.80019665, 10.8013773, 10.80400276, 10.81182384, 10.81229019, 10.81296158, 10.81670952, 10.81685352, 10.81696129, 10.82019138, 10.82912254, 10.8696146, 10.87156868, 10.87246227, 10.8732729, 10.89156055, 10.89202785, 10.89224339, 10.89356804, 10.89427376, 10.89431095, 10.89498997, 10.89562035, 
10.89576244, 10.89630222, 10.8968277, 10.89941025, 10.89890957, 10.90072155, 10.90187263, 10.90372372, 10.90530586, 10.9105978, 10.91279793, 10.9144392, 10.91485214, 10.9158535, 10.91874409, 10.92103958, 10.92366791, 10.92494678, 10.92765522, 10.9343853, 10.937397, 10.93731213, 10.93525505, 10.93482494, 10.93700695, 10.93902874, 10.94124603, 10.94604492, 10.94924068, 10.95246983, 10.95305061, 10.95575428, 10.9560957, 10.95463848, 10.95487404, 10.95687008, 10.96169949, 10.9620676, 10.96164799, 10.96028233, 
10.94891644, 10.94468975, 10.94008255, 10.92779827, 10.92794228, 10.92708015, 10.92433643, 10.92375851, 10.9216032, 10.91866302, 10.9176178, 10.92130184, 10.92145634, 10.92151546, 10.91981125, 10.91682816, 10.90541458, 10.89872456, 10.87088966, 10.82866478, 10.8093214, 10.7814436, 10.77124882, 10.76647568, 10.75536728, 10.75197887, 10.74418354, 10.72404003, 10.70978546, 10.71159267)))
"2","VNM","Vietnam","VNM.1_1","An Giang","VNM.1.2_1","Chợ Mới","CHO MOI","Huyện","District","VN.BD.AL",1,"AN GIANG","An Giang Chợ Mới","Cho Moi_An Giang","Cho Moi_An Giang","Cho Moi An Giang",2012-03-01,2012-01-01,36.520815012302,48,0,1,1,1,0,0,39.025,36,37,63.2943208829311,51.55,0,0,0,0,list(list(c(105.47294617, 105.46792603, 105.46160889, 105.45566559, 105.45337677, 105.45283508, 105.45056152, 105.4502182, 105.45449066, 105.45713043, 105.45733643, 105.45550537, 105.44644928, 105.4252243, 105.40791321, 105.3924408, 105.37996674, 105.36474609, 105.35780334, 105.34637451, 105.33099365, 105.32814789, 105.32704926, 105.32958221, 105.33366394, 105.34809875, 105.35366821, 105.3683548, 105.37109375, 105.37525177, 105.38641357, 105.39368439, 105.3966217, 105.40871429, 105.41511536, 105.4188385, 
105.43906403, 105.44582367, 105.46844482, 105.47874451, 105.48085022, 105.48234558, 105.48715973, 105.48838043, 105.50136566, 105.50286865, 105.50622559, 105.50992584, 105.51195526, 105.51316833, 105.53196716, 105.53612518, 105.54423523, 105.55025482, 105.55319214, 105.55774689, 105.57048035, 105.57358551, 105.57527161, 105.57284546, 105.57400513, 105.56682587, 105.55480194, 105.55190277, 105.5513916, 105.54862213, 105.54947662, 105.54647827, 105.55228424, 105.55283356, 105.55215454, 105.54837799, 
105.54534149, 105.53961945, 105.53656769, 105.53183746, 105.53172302, 105.5296936, 105.52507019, 105.52380371, 105.52649689, 105.52661896, 105.52883148, 105.5289917, 105.52788544, 105.5247345, 105.52063751, 105.52030182, 105.5210495, 105.51415253, 105.50835419, 105.50106049, 105.49923706, 105.49760437, 105.49275208, 105.49107361, 105.49063873, 105.49152374, 105.48774719, 105.47875214, 105.47294617, 10.34932327, 10.35562038, 10.36429119, 10.37365532, 10.38053513, 10.38308048, 10.39382076, 10.40371704, 
10.42030239, 10.42845631, 10.4338789, 10.43536949, 10.43848133, 10.43894005, 10.43968868, 10.44807816, 10.45763493, 10.47262955, 10.47871494, 10.4908371, 10.52331352, 10.53253174, 10.54137897, 10.54458809, 10.54760361, 10.55465317, 10.55892086, 10.5769453, 10.57321072, 10.57136154, 10.57135201, 10.56887341, 10.5670557, 10.55417919, 10.55053139, 10.54973125, 10.5526228, 10.55283356, 10.54032612, 10.53547096, 10.53510761, 10.53567314, 10.53950024, 10.54226875, 10.54586887, 10.54532051, 10.54623413, 
