date,total,country,admin1,year,month,tas,dry_days,population,popdens,gdp,ssp,flux_rad,total_arrivals,tas02,dry02
01/01/1999,,indonesia,aceh,1999,1,24.98378906,8.486008644,2891158.13,51.03163299,144607324.1,historical,84588.80679,0.026134235,,
01/02/1999,,indonesia,aceh,1999,2,24.96035156,7.36741066,2891158.13,51.03163299,144607324.1,historical,84588.80679,0.025321691,,
01/03/1999,,indonesia,aceh,1999,3,25.56179199,7.628816605,2891158.13,51.03163299,144607324.1,historical,84588.80679,0.029789001,25.16864421,7.82741197
01/04/1999,,indonesia,aceh,1999,4,25.88637695,9.364663124,2891158.13,51.03163299,144607324.1,historical,84588.80679,0.025753997,25.46950684,8.120296796
01/05/1999,,indonesia,aceh,1999,5,25.74193726,8.383805275,2891158.13,51.03163299,144607324.1,historical,84588.80679,0.029909686,25.7300354,8.459095001
01/06/1999,,indonesia,aceh,1999,6,25.42562256,8.56301403,2891158.13,51.03163299,144607324.1,historical,84588.80679,0.029626948,25.68464559,8.770494143
01/07/1999,,indonesia,aceh,1999,7,25.38878784,8.79420948,2891158.13,51.03163299,144607324.1,historical,84588.80679,0.033594632,25.51878255,8.580342929
01/08/1999,,indonesia,aceh,1999,8,25.20119629,8.598967552,2891158.13,51.03163299,144607324.1,historical,84588.80679,0.030803672,25.33853556,8.652063688
01/09/1999,,indonesia,aceh,1999,9,25.71343384,5.552224636,2891158.13,51.03163299,144607324.1,historical,84588.80679,0.033543164,25.43447266,7.648467223
01/10/1999,,indonesia,aceh,1999,10,25.55858765,3.392535686,2891158.13,51.03163299,144607324.1,historical,84588.80679,0.035892868,25.49107259,5.847909292
01/11/1999,,indonesia,aceh,1999,11,25.87706909,8.622970581,2891158.13,51.03163299,144607324.1,historical,84588.80679,0.035205259,25.71636353,5.855910301
01/12/1999,,indonesia,aceh,1999,12,24.77684937,7.079866409,2891158.13,51.03163299,144607324.1,historical,84588.80679,0.034597732,25.4041687,6.365124226
01/01/2000,7,indonesia,aceh,2000,1,25.00270996,9.219508171,2927760.117,51.67769215,170430060.6,historical,90231.91318,0.032187695,25.21887614,8.307448387
01/02/2000,4,indonesia,aceh,2000,2,24.94280396,9.105668068,2927760.117,51.67769215,170430060.6,historical,90231.91318,0.031188112,24.90745443,8.468347549
01/03/2000,5,indonesia,aceh,2000,3,25.36477051,8.000669479,2927760.117,51.67769215,170430060.6,historical,90231.91318,0.036689108,25.10342814,8.775281906
01/04/2000,1,indonesia,aceh,2000,4,25.69921265,6.451509953,2927760.117,51.67769215,170430060.6,historical,90231.91318,0.031718885,25.3355957,7.852615833
01/05/2000,1,indonesia,aceh,2000,5,26.05120239,11.76072693,2927760.117,51.67769215,170430060.6,historical,90231.91318,0.036836985,25.70506185,8.737635454
01/06/2000,2,indonesia,aceh,2000,6,25.17333374,6.518306732,2927760.117,51.67769215,170430060.6,historical,90231.91318,0.036489916,25.64124959,8.243514538
01/07/2000,1,indonesia,aceh,2000,7,25.61611328,17.58644485,2927760.117,51.67769215,170430060.6,historical,90231.91318,0.041376824,25.6135498,11.95515951
01/08/2000,4,indonesia,aceh,2000,8,25.56405029,8.128048897,2927760.117,51.67769215,170430060.6,historical,90231.91318,0.037940017,25.45116577,10.74426683
01/09/2000,4,indonesia,aceh,2000,9,25.86318359,6.0477314,2927760.117,51.67769215,170430060.6,historical,90231.91318,0.041312913,25.68111572,10.58740838
01/10/2000,5,indonesia,aceh,2000,10,26.19020996,5.755298138,2927760.117,51.67769215,170430060.6,historical,90231.91318,0.044209162,25.87248128,6.643692811
01/11/2000,14,indonesia,aceh,2000,11,26.00637207,5.88647747,2927760.117,51.67769215,170430060.6,historical,90231.91318,0.043361079,26.01992188,5.896502336
01/12/2000,14,indonesia,aceh,2000,12,26.04042969,8.986438751,2927760.117,51.67769215,170430060.6,historical,90231.91318,0.04261262,26.07900391,6.876071453
01/01/2001,4,indonesia,aceh,2001,1,24.99779663,8.16420269,2964362.105,52.32375132,165265513.3,historical,90231.91318,0.040402677,25.6815328,7.679039637
01/02/2001,2,indonesia,aceh,2001,2,25.33297119,9.460895538,2964362.105,52.32375132,165265513.3,historical,90231.91318,0.039146509,25.45706584,8.870512327
01/03/2001,3,indonesia,aceh,2001,3,25.75158081,11.00634766,2964362.105,52.32375132,165265513.3,historical,90231.91318,0.046052331,25.36078288,9.543815295
01/04/2001,1,indonesia,aceh,2001,4,26.25600586,10.78361988,2964362.105,52.32375132,165265513.3,historical,90231.91318,0.039812087,25.78018595,10.41695436
01/05/2001,1,indonesia,aceh,2001,5,26.27245483,14.09425068,2964362.105,52.32375132,165265513.3,historical,90231.91318,0.046237946,26.09334717,11.96140607
01/06/2001,1,indonesia,aceh,2001,6,25.75640259,10.65147495,2964362.105,52.32375132,165265513.3,historical,90231.91318,0.045802416,26.09495443,11.84311517
01/07/2001,1,indonesia,aceh,2001,7,25.98568115,13.06297874,2964362.105,52.32375132,165265513.3,historical,90231.91318,0.051937247,26.00484619,12.60290146
01/08/2001,2,indonesia,aceh,2001,8,25.91750488,11.08196449,2964362.105,52.32375132,165265513.3,historical,90231.91318,0.047624292,25.88652954,11.59880606
01/09/2001,2,indonesia,aceh,2001,9,26.12297974,5.665133953,2964362.105,52.32375132,165265513.3,historical,90231.91318,0.051856628,26.00872192,9.936692397
01/10/2001,3,indonesia,aceh,2001,10,26.11077271,3.799132109,2964362.105,52.32375132,165265513.3,historical,90231.91318,0.055491822,26.05041911,6.848743518
01/11/2001,8,indonesia,aceh,2001,11,26.00921021,4.703722477,2964362.105,52.32375132,165265513.3,historical,90231.91318,0.054427617,26.08098755,4.722662846
01/12/2001,7,indonesia,aceh,2001,12,26.06356201,8.653077126,2964362.105,52.32375132,165265513.3,historical,90231.91318,0.053489582,26.06118164,5.718643904
01/01/2002,11,indonesia,aceh,2002,1,25.53865967,8.374756813,3000964.093,52.96981048,202450253.8,historical,90231.91318,0.039277953,25.87047729,7.243852139
01/02/2002,6,indonesia,aceh,2002,2,25.74401245,15.61098576,3000964.093,52.96981048,202450253.8,historical,90231.91318,0.03805725,25.78207804,10.87960656
01/03/2002,7,indonesia,aceh,2002,3,26.22600708,13.76321888,3000964.093,52.96981048,202450253.8,historical,90231.91318,0.044769614,25.8362264,12.58298715
01/04/2002,2,indonesia,aceh,2002,4,26.50911865,7.272624016,3000964.093,52.96981048,202450253.8,historical,90231.91318,0.038703487,26.15971273,12.21560955
01/05/2002,2,indonesia,aceh,2002,5,26.65838013,10.42848492,3000964.093,52.96981048,202450253.8,historical,90231.91318,0.044950543,26.46450195,10.48810927
01/06/2002,2,indonesia,aceh,2002,6,26.29091797,16.71190262,3000964.093,52.96981048,202450253.8,historical,90231.91318,0.044527117,26.48613892,11.47100385
01/07/2002,2,indonesia,aceh,2002,7,26.23842773,8.877375603,3000964.093,52.96981048,202450253.8,historical,90231.91318,0.050491835,26.39590861,12.00592105
01/08/2002,5,indonesia,aceh,2002,8,25.9782959,14.11204529,3000964.093,52.96981048,202450253.8,historical,90231.91318,0.046298553,26.16921387,13.2337745
01/09/2002,6,indonesia,aceh,2002,9,25.84630737,7.263489246,3000964.093,52.96981048,202450253.8,historical,90231.91318,0.050412857,26.02101034,10.08430338
01/10/2002,8,indonesia,aceh,2002,10,26.50621948,3.697654009,3000964.093,52.96981048,202450253.8,historical,90231.91318,0.053947769,26.11027425,8.357729514
01/11/2002,21,indonesia,aceh,2002,11,26.28603516,5.483061314,3000964.093,52.96981048,202450253.8,historical,90231.91318,0.052913129,26.212854,5.481401523
01/12/2002,20,indonesia,aceh,2002,12,26.61812744,5.143056393,3000964.093,52.96981048,202450253.8,historical,90231.91318,0.052000561,26.47012736,4.774590572
01/01/2003,15,indonesia,aceh,2003,1,25.556604,6.010695934,3037566.08,53.61586964,242733722.7,historical,90231.91318,0.039606027,26.15358887,5.545604547
01/02/2003,8,indonesia,aceh,2003,2,25.69921265,8.680571556,3037566.08,53.61586964,242733722.7,historical,90231.91318,0.038375487,25.95798136,6.611441294
01/03/2003,10,indonesia,aceh,2003,3,26.08803711,7.58676815,3037566.08,53.61586964,242733722.7,historical,90231.91318,0.045144945,25.78128459,7.42601188
01/04/2003,3,indonesia,aceh,2003,4,26.44503174,5.471030712,3037566.08,53.61586964,242733722.7,historical,90231.91318,0.039026195,26.07742716,7.246123473
01/05/2003,3,indonesia,aceh,2003,5,26.61937866,16.30668449,3037566.08,53.61586964,242733722.7,historical,90231.91318,0.045325772,26.38414917,9.788161119
01/06/2003,3,indonesia,aceh,2003,6,26.15526733,8.055257797,3037566.08,53.61586964,242733722.7,historical,90231.91318,0.044900141,26.40655924,9.944324334
01/07/2003,3,indonesia,aceh,2003,7,25.62679443,7.557136059,3037566.08,53.61586964,242733722.7,historical,90231.91318,0.050914242,26.13381348,10.63969278
01/08/2003,7,indonesia,aceh,2003,8,26.0649353,8.736412048,3037566.08,53.61586964,242733722.7,historical,90231.91318,0.04668607,25.94899902,8.116268635
01/09/2003,9,indonesia,aceh,2003,9,26.01247559,6.812051296,3037566.08,53.61586964,242733722.7,historical,90231.91318,0.050834409,25.90140177,7.701866468
01/10/2003,11,indonesia,aceh,2003,10,25.93465576,3.452721596,3037566.08,53.61586964,242733722.7,historical,90231.91318,0.054399636,26.00402222,6.333728313
01/11/2003,29,indonesia,aceh,2003,11,26.28527222,4.883111954,3037566.08,53.61586964,242733722.7,historical,90231.91318,0.053356283,26.07746785,5.049294949
01/12/2003,27,indonesia,aceh,2003,12,25.76534424,11.47048569,3037566.08,53.61586964,242733722.7,historical,90231.91318,0.052437547,25.99509074,6.602106412
01/01/2004,29,indonesia,aceh,2004,1,25.9074646,8.378847122,3074168.068,54.26192881,265457730.7,historical,90231.91318,0.08674738,25.98602702,8.244148254
01/02/2004,17,indonesia,aceh,2004,2,25.62215576,10.98192692,3074168.068,54.26192881,265457730.7,historical,90231.91318,0.084051115,25.7649882,10.27708658
01/03/2004,20,indonesia,aceh,2004,3,26.26925049,7.129319668,3074168.068,54.26192881,265457730.7,historical,90231.91318,0.098878259,25.93295695,8.830031236
01/04/2004,5,indonesia,aceh,2004,4,26.78673706,9.155013084,3074168.068,54.26192881,265457730.7,historical,90231.91318,0.085475681,26.22604777,9.088753223
01/05/2004,5,indonesia,aceh,2004,5,26.51357422,13.96369362,3074168.068,54.26192881,265457730.7,historical,90231.91318,0.099274855,26.52318726,10.08267546
01/06/2004,6,indonesia,aceh,2004,6,25.93837891,9.529328346,3074168.068,54.26192881,265457730.7,historical,90231.91318,0.098342194,26.41289673,10.88267835
01/07/2004,6,indonesia,aceh,2004,7,25.38347778,8.460764885,3074168.068,54.26192881,265457730.7,historical,90231.91318,0.111516774,25.94514364,10.65126228
01/08/2004,14,indonesia,aceh,2004,8,25.85372314,11.8936882,3074168.068,54.26192881,265457730.7,historical,90231.91318,0.102256336,25.72519328,9.961260478
01/09/2004,18,indonesia,aceh,2004,9,25.86400757,4.929887772,3074168.068,54.26192881,265457730.7,historical,90231.91318,0.111340605,25.70040283,8.428113619
01/10/2004,22,indonesia,aceh,2004,10,25.86220703,7.045690536,3074168.068,54.26192881,265457730.7,historical,90231.91318,0.11915107,25.85997925,7.95642217
01/11/2004,57,indonesia,aceh,2004,11,26.16069946,6.123095989,3074168.068,54.26192881,265457730.7,historical,90231.91318,0.116864935,25.96230469,6.032891432
01/12/2004,54,indonesia,aceh,2004,12,25.79815063,6.823495865,3074168.068,54.26192881,265457730.7,historical,90231.91318,0.114852434,25.94035238,6.66409413
01/01/2005,74,indonesia,aceh,2005,1,25.27703247,10.03639984,3110770.056,54.90798797,295412105,historical,95875.00675,0.086883409,25.74529419,7.660997232
01/02/2005,41,indonesia,aceh,2005,2,26.13396606,12.16400814,3110770.056,54.90798797,295412105,historical,95875.00675,0.084182409,25.73638306,9.674634616
01/03/2005,50,indonesia,aceh,2005,3,26.10628662,10.15025234,3110770.056,54.90798797,295412105,historical,95875.00675,0.099032121,25.83909505,10.78355344
01/04/2005,13,indonesia,aceh,2005,4,26.70211182,8.306009293,3110770.056,54.90798797,295412105,historical,95875.00675,0.08560871,26.3141215,10.20675659
01/05/2005,13,indonesia,aceh,2005,5,26.38305054,11.23642445,3110770.056,54.90798797,295412105,historical,95875.00675,0.099429116,26.39714966,9.897562027
01/06/2005,15,indonesia,aceh,2005,6,26.09301147,9.274501801,3110770.056,54.90798797,295412105,historical,95875.00675,0.09849648,26.39272461,9.60564518
01/07/2005,14,indonesia,aceh,2005,7,25.71257935,9.507382393,3110770.056,54.90798797,295412105,historical,95875.00675,0.111691878,26.06288045,10.00610288
01/08/2005,36,indonesia,aceh,2005,8,26.0631958,12.59090519,3110770.056,54.90798797,295412105,historical,95875.00675,0.102417273,25.95626221,10.45759646
01/09/2005,44,indonesia,aceh,2005,9,26.36535034,8.536863327,3110770.056,54.90798797,295412105,historical,95875.00675,0.11151432,26.04704183,10.21171697
01/10/2005,54,indonesia,aceh,2005,10,25.97142944,4.944997311,3110770.056,54.90798797,295412105,historical,95875.00675,0.119339128,26.1333252,8.690921942
01/11/2005,142,indonesia,aceh,2005,11,25.96795044,6.620973587,3110770.056,54.90798797,295412105,historical,95875.00675,0.117048456,26.10157674,6.700944742
01/12/2005,134,indonesia,aceh,2005,12,25.37798462,8.199765205,3110770.056,54.90798797,295412105,historical,95875.00675,0.115035504,25.77245483,6.588578701
01/01/2006,89,indonesia,aceh,2006,1,25.01247559,15.00055218,3147372.043,55.55404713,377011952.2,historical,95875.00675,0.096654625,25.45280355,9.940430323
01/02/2006,50,indonesia,aceh,2006,2,25.43831787,6.55608511,3147372.043,55.55404713,377011952.2,historical,95875.00675,0.093650094,25.27625936,9.918800831
01/03/2006,60,indonesia,aceh,2006,3,25.7600647,9.759872437,3147372.043,55.55404713,377011952.2,historical,95875.00675,0.110168604,25.40361938,10.43883657
01/04/2006,15,indonesia,aceh,2006,4,25.90075073,7.190895081,3147372.043,55.55404713,377011952.2,historical,95875.00675,0.09523426,25.6997111,7.835617542
01/05/2006,15,indonesia,aceh,2006,5,25.46804199,7.210961819,3147372.043,55.55404713,377011952.2,historical,95875.00675,0.110609273,25.70961914,8.053909779
01/06/2006,18,indonesia,aceh,2006,6,25.26812134,6.640151978,3147372.043,55.55404713,377011952.2,historical,95875.00675,0.109573294,25.54563802,7.014002959
01/07/2006,17,indonesia,aceh,2006,7,25.56777344,11.52605915,3147372.043,55.55404713,377011952.2,historical,95875.00675,0.124253694,25.43464559,8.459057649
01/08/2006,43,indonesia,aceh,2006,8,25.48064575,13.4310894,3147372.043,55.55404713,377011952.2,historical,95875.00675,0.113937016,25.43884684,10.53243351
01/09/2006,53,indonesia,aceh,2006,9,25.45958862,5.670706272,3147372.043,55.55404713,377011952.2,historical,95875.00675,0.124054329,25.50266927,10.20928494
01/10/2006,65,indonesia,aceh,2006,10,26.04052124,5.901744843,3147372.043,55.55404713,377011952.2,historical,95875.00675,0.132760779,25.66025187,8.334513505
01/11/2006,172,indonesia,aceh,2006,11,26.00548706,4.179937363,3147372.043,55.55404713,377011952.2,historical,95875.00675,0.130213567,25.83519897,5.250796159
01/12/2006,162,indonesia,aceh,2006,12,26.05730591,7.052907944,3147372.043,55.55404713,377011952.2,historical,95875.00675,0.127973719,26.03443807,5.71153005
01/01/2007,184,indonesia,aceh,2007,1,25.03994141,6.63824892,3183974.031,56.20010629,446216885.9,historical,95875.00675,0.098351382,25.70091146,5.957031409
01/02/2007,103,indonesia,aceh,2007,2,25.23360596,14.82869339,3183974.031,56.20010629,446216885.9,historical,95875.00675,0.095293835,25.44361776,9.506616751
01/03/2007,124,indonesia,aceh,2007,3,25.70406494,8.665235519,3183974.031,56.20010629,446216885.9,historical,95875.00675,0.112103021,25.32587077,10.04405928
01/04/2007,31,indonesia,aceh,2007,4,26.06710205,6.591771603,3183974.031,56.20010629,446216885.9,historical,95875.00675,0.096904902,25.66825765,10.02856684
01/05/2007,32,indonesia,aceh,2007,5,25.91066895,8.030459404,3183974.031,56.20010629,446216885.9,historical,95875.00675,0.112551549,25.89394531,7.762488842
01/06/2007,37,indonesia,aceh,2007,6,25.656427,6.602956295,3183974.031,56.20010629,446216885.9,historical,95875.00675,0.111496693,25.878066,7.075062434
01/07/2007,36,indonesia,aceh,2007,7,25.32476196,12.1799593,3183974.031,56.20010629,446216885.9,historical,95875.00675,0.126436166,25.6306193,8.937791665
01/08/2007,89,indonesia,aceh,2007,8,25.4500061,11.26427555,3183974.031,56.20010629,446216885.9,historical,95875.00675,0.11593971,25.47706502,10.01573038
01/09/2007,109,indonesia,aceh,2007,9,25.82036743,5.389091492,3183974.031,56.20010629,446216885.9,historical,95875.00675,0.126232744,25.53171183,9.61110878
01/10/2007,135,indonesia,aceh,2007,10,25.60653076,5.800888062,3183974.031,56.20010629,446216885.9,historical,95875.00675,0.135093897,25.62563477,7.484751701
01/11/2007,355,indonesia,aceh,2007,11,25.72994385,5.631387711,3183974.031,56.20010629,446216885.9,historical,95875.00675,0.132500268,25.71894735,5.607122421
01/12/2007,335,indonesia,aceh,2007,12,25.7295166,7.461900234,3183974.031,56.20010629,446216885.9,historical,95875.00675,0.130223298,25.68866374,6.298058669
01/01/2008,285,indonesia,aceh,2008,1,25.31383667,7.50995636,3220576.019,56.84616546,526783823.7,historical,95875.00675,0.096238476,25.59109904,6.867748102
01/02/2008,160,indonesia,aceh,2008,2,25.07116089,18.15221405,3220576.019,56.84616546,526783823.7,historical,95875.00675,0.093246492,25.37150472,11.04135688
01/03/2008,192,indonesia,aceh,2008,3,25.07021484,6.75525856,3220576.019,56.84616546,526783823.7,historical,95875.00675,0.109694461,25.15173747,10.80580966
01/04/2008,49,indonesia,aceh,2008,4,25.76271973,7.908016205,3220576.019,56.84616546,526783823.7,historical,95875.00675,0.094821296,25.30136515,10.93849627
01/05/2008,49,indonesia,aceh,2008,5,25.66298828,10.28210163,3220576.019,56.84616546,526783823.7,historical,95875.00675,0.11013273,25.49864095,8.315125465
01/06/2008,57,indonesia,aceh,2008,6,25.22084961,13.81948566,3220576.019,56.84616546,526783823.7,historical,95875.00675,0.10910215,25.54885254,10.66986783
01/07/2008,55,indonesia,aceh,2008,7,25.13421021,6.983865738,3220576.019,56.84616546,526783823.7,historical,95875.00675,0.123721347,25.33934937,10.36181768
01/08/2008,138,indonesia,aceh,2008,8,25.43227539,9.946897507,3220576.019,56.84616546,526783823.7,historical,95875.00675,0.11344971,25.26244507,10.25008297
01/09/2008,169,indonesia,aceh,2008,9,25.74953613,7.660979271,3220576.019,56.84616546,526783823.7,historical,95875.00675,0.123520926,25.43867391,8.197247505
01/10/2008,209,indonesia,aceh,2008,10,26.17733154,6.381050587,3220576.019,56.84616546,526783823.7,historical,95875.00675,0.132192642,25.78638102,7.996309121
01/11/2008,552,indonesia,aceh,2008,11,25.84984741,4.50352478,3220576.019,56.84616546,526783823.7,historical,95875.00675,0.129655694,25.9255717,6.181851546
01/12/2008,520,indonesia,aceh,2008,12,25.49529419,6.007469177,3220576.019,56.84616546,526783823.7,historical,95875.00675,0.127428078,25.84082438,5.630681515
01/01/2009,184,indonesia,aceh,2009,1,24.55944214,9.667593956,3257178.006,57.49222462,557771107.4,historical,95875.00675,0.088618354,25.30152791,6.726195971
01/02/2009,104,indonesia,aceh,2009,2,25.32293091,11.10621738,3257178.006,57.49222462,557771107.4,historical,95875.00675,0.085863716,25.12588908,8.927093506
01/03/2009,124,indonesia,aceh,2009,3,25.3114563,6.136811733,3257178.006,57.49222462,557771107.4,historical,95875.00675,0.101009068,25.06460978,8.970207691
01/04/2009,31,indonesia,aceh,2009,4,26.10765991,10.79056072,3257178.006,57.49222462,557771107.4,historical,95875.00675,0.087311092,25.58068237,9.344529947
01/05/2009,32,indonesia,aceh,2009,5,25.96425781,6.743299484,3257178.006,57.49222462,557771107.4,historical,95875.00675,0.101411867,25.79445801,7.89022398
01/06/2009,37,indonesia,aceh,2009,6,26.10003052,11.70064735,3257178.006,57.49222462,557771107.4,historical,95875.00675,0.100464157,26.05731608,9.744835854
01/07/2009,36,indonesia,aceh,2009,7,25.69432983,9.279479027,3257178.006,57.49222462,557771107.4,historical,95875.00675,0.11392642,25.91953939,9.241141955
01/08/2009,89,indonesia,aceh,2009,8,25.64299927,5.868004799,3257178.006,57.49222462,557771107.4,historical,95875.00675,0.104468144,25.81245321,8.94937706
01/09/2009,109,indonesia,aceh,2009,9,26.05401001,6.418758869,3257178.006,57.49222462,557771107.4,historical,95875.00675,0.113739492,25.79711304,7.188747565
01/10/2009,135,indonesia,aceh,2009,10,26.21160278,9.389435768,3257178.006,57.49222462,557771107.4,historical,95875.00675,0.121727138,25.96953735,7.225399812
01/11/2009,356,indonesia,aceh,2009,11,25.98595581,3.496740103,3257178.006,57.49222462,557771107.4,historical,95875.00675,0.119390409,26.0838562,6.434978247
01/12/2009,336,indonesia,aceh,2009,12,25.85741577,7.089528084,3257178.006,57.49222462,557771107.4,historical,95875.00675,0.117340007,26.01832479,6.658567985
01/01/2010,332,indonesia,aceh,2010,1,25.61913452,6.734859467,3293779.994,58.13828378,779846640.9,historical,101518.0897,0.191834309,25.82083537,5.773709218
01/02/2010,186,indonesia,aceh,2010,2,26.13396606,8.965224266,3293779.994,58.13828378,779846640.9,historical,101518.0897,0.185869186,25.87017212,7.596537272
01/03/2010,223,indonesia,aceh,2010,3,26.24028931,6.214765072,3293779.994,58.13828378,779846640.9,historical,101518.0897,0.218654179,25.99779663,7.304949601
01/04/2010,57,indonesia,aceh,2010,4,26.91561279,6.726685047,3293779.994,58.13828378,779846640.9,historical,101518.0897,0.189001526,26.42995605,7.302224795
01/05/2010,57,indonesia,aceh,2010,5,27.03621826,9.390360832,3293779.994,58.13828378,779846640.9,historical,101518.0897,0.219524997,26.73070679,7.443936984
01/06/2010,66,indonesia,aceh,2010,6,26.08031616,6.052229404,3293779.994,58.13828378,779846640.9,historical,101518.0897,0.217475288,26.67738241,7.389758428
01/07/2010,64,indonesia,aceh,2010,7,25.61599121,7.240296364,3293779.994,58.13828378,779846640.9,historical,101518.0897,0.246618245,26.24417521,7.5609622
01/08/2010,161,indonesia,aceh,2010,8,25.86571655,7.477482319,3293779.994,58.13828378,779846640.9,historical,101518.0897,0.226147144,25.85400798,6.923336029
01/09/2010,197,indonesia,aceh,2010,9,25.74672852,12.01744556,3293779.994,58.13828378,779846640.9,historical,101518.0897,0.246214077,25.74281209,8.911741416
01/10/2010,243,indonesia,aceh,2010,10,26.01549683,7.967101097,3293779.994,58.13828378,779846640.9,historical,101518.0897,0.263507779,25.87598063,9.15400966
01/11/2010,642,indonesia,aceh,2010,11,26.02614746,2.616908789,3293779.994,58.13828378,779846640.9,historical,101518.0897,0.258447313,25.9294576,7.533818483
01/12/2010,605,indonesia,aceh,2010,12,25.57943115,6.084363461,3293779.994,58.13828378,779846640.9,historical,101518.0897,0.254012414,25.87369181,5.556124449
01/01/2011,301,indonesia,aceh,2011,1,24.96837769,9.81392765,3330381.982,58.78434295,922388146.1,historical,101518.0897,0.271463541,25.5246521,6.1717333
01/02/2011,169,indonesia,aceh,2011,2,25.51479492,10.24503613,3330381.982,58.78434295,922388146.1,historical,101518.0897,0.250337669,25.35420125,8.714442412
01/03/2011,202,indonesia,aceh,2011,3,24.99279175,7.174222469,3330381.982,58.78434295,922388146.1,historical,101518.0897,0.273274402,25.15865479,9.077728748
01/04/2011,51,indonesia,aceh,2011,4,25.95324097,9.483940125,3330381.982,58.78434295,922388146.1,historical,101518.0897,0.245807019,25.48694255,8.967732906
01/05/2011,52,indonesia,aceh,2011,5,26.20910034,10.51872349,3330381.982,58.78434295,922388146.1,historical,101518.0897,0.266550802,25.71837769,9.058962027
01/06/2011,60,indonesia,aceh,2011,6,25.92305908,15.09142971,3330381.982,58.78434295,922388146.1,historical,101518.0897,0.270031384,26.0284668,11.69803111
01/07/2011,58,indonesia,aceh,2011,7,25.69338379,8.746972084,3330381.982,58.78434295,922388146.1,historical,101518.0897,0.283659775,25.94184774,11.45237509
01/08/2011,145,indonesia,aceh,2011,8,25.61638794,7.639538288,3330381.982,58.78434295,922388146.1,historical,101518.0897,0.239031597,25.74427694,10.49264669
01/09/2011,179,indonesia,aceh,2011,9,25.68078003,5.757936478,3330381.982,58.78434295,922388146.1,historical,101518.0897,0.255223678,25.66351725,7.381482283
01/10/2011,220,indonesia,aceh,2011,10,25.89244995,5.250734329,3330381.982,58.78434295,922388146.1,historical,101518.0897,0.269754426,25.72987264,6.216069698
01/11/2011,582,indonesia,aceh,2011,11,26.18370972,5.030883312,3330381.982,58.78434295,922388146.1,historical,101518.0897,0.268275177,25.9189799,5.34651804
01/12/2011,549,indonesia,aceh,2011,12,25.79815063,6.350581169,3330381.982,58.78434295,922388146.1,historical,101518.0897,0.286806187,25.95810343,5.54406627
01/01/2012,301,indonesia,aceh,2012,1,25.38625488,8.337600708,3366983.969,59.43040211,948210882.6,historical,101518.0897,0.279213977,25.78937174,6.57302173
01/02/2012,169,indonesia,aceh,2012,2,25.58803711,9.935789108,3366983.969,59.43040211,948210882.6,historical,101518.0897,0.261515544,25.59081421,8.207990328
01/03/2012,202,indonesia,aceh,2012,3,25.69698486,10.30698109,3366983.969,59.43040211,948210882.6,historical,101518.0897,0.292942467,25.55709229,9.526790301
01/04/2012,51,indonesia,aceh,2012,4,26.12334595,7.859203339,3366983.969,59.43040211,948210882.6,historical,101518.0897,0.273464157,25.80278931,9.367324511
01/05/2012,52,indonesia,aceh,2012,5,26.13329468,6.827965736,3366983.969,59.43040211,948210882.6,historical,101518.0897,0.291788844,25.98454183,8.331383387
01/06/2012,60,indonesia,aceh,2012,6,26.10170898,15.26729393,3366983.969,59.43040211,948210882.6,historical,101518.0897,0.290073636,26.11944987,9.984821002
01/07/2012,58,indonesia,aceh,2012,7,25.63527832,9.386516571,3366983.969,59.43040211,948210882.6,historical,101518.0897,0.326900116,25.95676066,10.49392541
01/08/2012,145,indonesia,aceh,2012,8,25.84246216,7.707742691,3366983.969,59.43040211,948210882.6,historical,101518.0897,0.352127451,25.85981649,10.7871844
01/09/2012,179,indonesia,aceh,2012,9,25.66893921,4.244842529,3366983.969,59.43040211,948210882.6,historical,101518.0897,0.350630575,25.7155599,7.11303393
01/10/2012,220,indonesia,aceh,2012,10,26.10292969,5.737722874,3366983.969,59.43040211,948210882.6,historical,101518.0897,0.368319353,25.87144368,5.896769365
01/11/2012,582,indonesia,aceh,2012,11,26.29290161,3.509706736,3366983.969,59.43040211,948210882.6,historical,101518.0897,0.369471665,26.02159017,4.497424046
01/12/2012,549,indonesia,aceh,2012,12,26.01091919,4.309597969,3366983.969,59.43040211,948210882.6,historical,101518.0897,0.395463465,26.1355835,4.519009193
01/01/2013,160,indonesia,aceh,2013,1,25.54747925,7.481630325,3403585.957,60.07646127,943046335.3,historical,101518.0897,0.386756455,25.95043335,5.100311677
01/02/2013,90,indonesia,aceh,2013,2,25.28280029,7.044517517,3403585.957,60.07646127,943046335.3,historical,101518.0897,0.329225703,25.61373291,6.278581937
01/03/2013,108,indonesia,aceh,2013,3,26.30806885,7.8358531,3403585.957,60.07646127,943046335.3,historical,101518.0897,0.393111067,25.7127828,7.454000314
01/04/2013,27,indonesia,aceh,2013,4,26.51113281,7.523867607,3403585.957,60.07646127,943046335.3,historical,101518.0897,0.368814297,26.03400065,7.468079408
01/05/2013,28,indonesia,aceh,2013,5,26.53707275,7.866786957,3403585.957,60.07646127,943046335.3,historical,101518.0897,0.392103381,26.45209147,7.742169221
01/06/2013,32,indonesia,aceh,2013,6,26.15297852,10.08803654,3403585.957,60.07646127,943046335.3,historical,101518.0897,0.419642423,26.40039469,8.492897034
01/07/2013,31,indonesia,aceh,2013,7,25.51384888,13.35562325,3403585.957,60.07646127,943046335.3,historical,101518.0897,0.387003787,26.06796672,10.43681558
