"","date","vintage_date","district","ensemble_dist_wgt","case_vintage","epidemic_flag","epidemic_flag_poisson","epidemic_flag_poisson2","epidemic_flag_nb","epidemic_flag_quant","epidemic_flag_fixed","threshold_poisson","threshold_poisson2","threshold_nb","threshold","threshold_quant","epidemic_flag_ensamble_possion","epidemic_flag_ensamble_2sd","epidemic_flag_ensamble_quant","epidemic_flag_ensamble_fix_100","epidemic_flag_ensamble_fix_150","epidemic_flag_ensamble_fix_300","epidemic_flag_ensamble_95quant"
"1889",2013-07-01,2013-05-01,"TIEU CAN",24.5732091743591,11,0,0,0,0,0,0,51,48,49,142.734199954154,135.8,0,0,0,0,0,0,0
"1890",2013-07-01,2013-05-01,"TINH BIEN",14.0537799710056,4,0,0,0,0,0,0,37,34,35,55.679759035173,46.8,0,0,0,0,0,0,0
"1891",2013-07-01,2013-05-01,"TRA CU",42.2592977099874,21,0,0,0,0,0,0,68.025,65,66,114.351113350287,96.6,0,0,0,0,0,0,0
"1892",2013-07-01,2013-05-01,"TRA ON",19.1568044127454,5,0,0,0,0,0,0,28,25,26,36.3879080710234,36.2,0,0,0,0,0,0,0
"1893",2013-07-01,2013-05-01,"TRA VINH CITY",34.8860095671138,16,0,0,0,0,0,0,33,31,32,73.8959881008284,63.8,1,0,0,0,0,0,0
"1894",2013-07-01,2013-05-01,"TRAN VAN THOI",19.4863826407267,23,0,0,0,0,0,0,220,211,213,643.977138522765,445.6,0,0,0,0,0,0,0
"1895",2013-07-01,2013-05-01,"TRI TON",16.0586096235959,3,0,0,0,0,0,0,26,23,24,31.4272486205415,62.2,0,0,0,0,0,0,0
"1896",2013-07-01,2013-05-01,"U MINH",13.4879341559079,2,0,0,0,0,0,0,56,54,55,151.830032500224,104.2,0,0,0,0,0,0,0
"1897",2013-07-01,2013-05-01,"VI THANH",8.74652744048944,3,0,0,0,0,0,0,9,8,9,12.1630681604756,16,0,0,0,0,0,0,0
"1898",2013-07-01,2013-05-01,"VI THUY",7.58393773979203,8,0,0,0,0,0,0,12,11,12,14.5498427657407,20.2,0,0,0,0,0,0,0
"1899",2013-07-01,2013-05-01,"VINH CHAU",20.2944862420749,6,0,0,0,0,0,0,24,20,21,32.8473095212946,35.8,0,0,0,0,0,0,0
"1900",2013-07-01,2013-05-01,"VINH HUNG",14.2559746992189,2,0,0,0,0,1,0,4,3,3,2.41421356237309,1.75,1,1,1,0,0,0,1
"1901",2013-07-01,2013-05-01,"VINH LOI",13.7966800808202,9,0,0,0,0,0,0,56,52,53,107.666130111845,118.6,0,0,0,0,0,0,0
"1902",2013-07-01,2013-05-01,"VINH LONG CITY",15.5144093829701,15,0,0,0,0,0,0,24,21,22,31.639489551608,25.2,0,0,0,0,0,0,0
"1903",2013-07-01,2013-05-01,"VINH THANH",3.48590148872051,1,0,0,0,0,0,0,3,2,3,2.47332005306815,6.65,1,1,0,0,0,0,0
"1904",2013-07-01,2013-05-01,"VUNG LIEM",23.1195284718743,16,0,0,0,0,0,0,52,47,48,77.7970872756801,180.4,0,0,0,0,0,0,0
"1905",2013-08-01,2013-06-01,"AN MINH",20.6966875240906,9,0,0,0,0,0,0,82,78,79,123.855678690297,145.8,0,0,0,0,0,0,0
"1906",2013-08-01,2013-06-01,"AN PHU",33.9756542854986,30,0,0,0,0,0,0,121,116,118,209.095205374482,367.4,0,0,0,0,0,0,0
"1907",2013-08-01,2013-06-01,"BA TRI",19.6193509354017,4,0,0,0,0,0,0,62.025,58,59,110.921069642847,89.6,0,0,0,0,0,0,0
"1908",2013-08-01,2013-06-01,"BAC LIEU",12.7286093435588,6,0,0,0,0,0,0,75,71,73,159.182935063432,121.2,0,0,0,0,0,0,0
"1909",2013-08-01,2013-06-01,"BEN LUC",49.8345466753652,44,0,0,0,0,0,0,83,79,81,104.138292645108,84.8,0,0,0,0,0,0,0
"1910",2013-08-01,2013-06-01,"BEN TRE",16.8264967164216,5,0,0,0,0,0,0,101,97,98,196.713856681114,170.8,0,0,0,0,0,0,0
"1911",2013-08-01,2013-06-01,"BINH DAI",14.4112639939068,8,0,0,0,0,0,0,93.025,89,90,176.356853619558,231.4,0,0,0,0,0,0,0
"1912",2013-08-01,2013-06-01,"BINH MINH",9.85633058987788,3,0,0,0,0,0,0,57,53,54,87.1740013664213,80,0,0,0,0,0,0,0
"1913",2013-08-01,2013-06-01,"BINH THUY",14.1987721410276,10,0,0,0,0,0,0,23,20,21,25.3238882327103,22.8,0,0,0,0,0,0,0
"1914",2013-08-01,2013-06-01,"CA MAU",13.6809758557542,3,0,0,0,0,0,0,47,44,45,116.654088613659,99.7,0,0,0,0,0,0,0
"1915",2013-08-01,2013-06-01,"CAI BE",32.4638569531038,21,0,0,0,0,0,0,78,75,76,136.840946299206,196.4,0,0,0,0,0,0,0
"1916",2013-08-01,2013-06-01,"CAI LAY",58.0234290481292,56,0,0,0,0,0,0,241.025,233,236,380.902769656936,285.8,0,0,0,1,0,0,0
"1917",2013-08-01,2013-06-01,"CAI NUOC",13.7395673059945,4,0,0,0,0,0,0,46,44,45,124.63391437123,103.65,0,0,0,0,0,0,0
"1918",2013-08-01,2013-06-01,"CAI RANG",12.4118845444258,7,0,0,0,0,0,0,27,25,26,42.3112219197656,43.4,0,0,0,0,0,0,0
"1919",2013-08-01,2013-06-01,"CAN DUOC",57.6923512621596,57,0,0,0,0,0,0,71,67,68,67.0579292019179,60.9,0,0,0,1,0,0,0
"1920",2013-08-01,2013-06-01,"CAN GIUOC",32.998347612984,60,0,0,0,0,0,0,71.025,68,69,110.073576799035,191.2,0,0,0,0,0,0,0
"1921",2013-08-01,2013-06-01,"CANG LONG",16.0849446358921,5,0,0,0,0,0,0,19,17,17,28.4355957741627,30.2,0,0,0,0,0,0,0
"1922",2013-08-01,2013-06-01,"CAO LANH CITY",22.2053028244756,8,0,0,0,0,0,0,70,65,66,152.405999820011,184.2,0,0,0,0,0,0,0
"1923",2013-08-01,2013-06-01,"CAO LANH DISTRICT",16.8415732006202,4,0,0,0,0,0,0,68,65,66,107.96158083304,217.6,0,0,0,0,0,0,0
"1924",2013-08-01,2013-06-01,"CAU KE",19.6805589513958,16,0,0,0,0,0,0,29,26,27,45.7514272184723,43.4,0,0,0,0,0,0,0
"1925",2013-08-01,2013-06-01,"CAU NGANG",38.6360493120557,16,0,0,0,0,0,0,53,49,50,82.6402531638326,64.2,0,0,0,0,0,0,0
"1926",2013-08-01,2013-06-01,"CHAU DOC",9.11771768627143,10,0,0,0,0,0,0,31,29,30,43.7122189044083,62.6,0,0,0,0,0,0,0
"1927",2013-08-01,2013-06-01,"CHAU PHU",20.4308179741975,5,0,0,0,0,0,0,78,74,75,146.885572374529,125.8,0,0,0,0,0,0,0
"1928",2013-08-01,2013-06-01,"CHAU THANH",11.0986796946427,3,0,0,0,0,0,0,41,37,38,76.5180378828328,66.4,0,0,0,0,0,0,0
"1929",2013-08-01,2013-06-01,"CHAU THANH A",9.95336563907034,2,0,0,0,0,0,0,18.025,16,17,20.259006035093,24.8,0,0,0,0,0,0,0
"1930",2013-08-01,2013-06-01,"CHAU THANH AN GIANG",9.71602458530872,7,0,0,0,0,0,0,41,37,38,56.4844905828917,89.3,0,0,0,0,0,0,0
"1931",2013-08-01,2013-06-01,"CHAU THANH BEN TRE",13.7420624139019,7,0,0,0,0,0,0,103.025,98,100,214.321317870131,259.2,0,0,0,0,0,0,0
"1932",2013-08-01,2013-06-01,"CHAU THANH DONG THAP",10.3742131194996,5,0,0,0,0,0,0,65,61,62,99.5173237612604,77.75,0,0,0,0,0,0,0
"1933",2013-08-01,2013-06-01,"CHAU THANH HAU GIANG",18.1877079935831,4,0,0,0,0,0,0,32,28,29,39.710206696946,40.8,0,0,0,0,0,0,0
"1934",2013-08-01,2013-06-01,"CHAU THANH LONG AN",21.184793711233,5,0,0,0,0,0,0,38,35,36,44.8679622641132,38.5,0,0,0,0,0,0,0
"1935",2013-08-01,2013-06-01,"CHAU THANH TIEN GIANG",36.2821023939977,12,0,0,0,0,0,0,126,123,125,223.879634145775,465.8,0,0,0,0,0,0,0
"1936",2013-08-01,2013-06-01,"CHAU THANH TRA VINH",4.11589392388859,4,0,0,0,0,0,0,21,19,19,28.4492902049272,40.6,0,0,0,0,0,0,0
"1937",2013-08-01,2013-06-01,"CHO GAO",13.4137791463937,16,0,0,0,0,0,0,149,143,145,209.743804440904,232.8,0,0,0,0,0,0,0
"1938",2013-08-01,2013-06-01,"CHO LACH",5.27719570301994,4,0,0,0,0,0,0,56,52,54,107.351045619062,84.4,0,0,0,0,0,0,0
"1939",2013-08-01,2013-06-01,"CHO MOI",26.9758330230378,19,0,0,0,0,0,0,132,125,127,268.799255581408,271.2,0,0,0,0,0,0,0
"1940",2013-08-01,2013-06-01,"CO DO",25.0973095268538,2,0,0,0,0,0,0,20,18,19,18.7421708935184,15.6,1,1,1,0,0,0,1
"1941",2013-08-01,2013-06-01,"CU LAO DUNG",22.5788790226913,23,0,0,0,0,0,0,56,53,54,49.7246451024636,45.4,0,0,0,0,0,0,0
"1942",2013-08-01,2013-06-01,"DAM DOI",4.83036887809327,1,0,0,0,0,0,0,93.025,86,88,266.067996327398,263.2,0,0,0,0,0,0,0
"1943",2013-08-01,2013-06-01,"DONG HAI",16.5028097639401,7,0,0,0,0,0,0,38,35,36,95.0046782025908,79.2,0,0,0,0,0,0,0
"1944",2013-08-01,2013-06-01,"DUC HOA",88.0005525809681,95,0,0,0,0,0,0,142,134,136,177.001315775236,149.65,0,0,0,1,1,0,0
"1945",2013-08-01,2013-06-01,"DUC HUE",17.9852370053996,6,0,0,0,0,0,0,19,16,17,17.3230945255886,13,0,1,1,0,0,0,1
"1946",2013-08-01,2013-06-01,"GIA RAI",6.75729362833403,3,0,0,0,0,0,0,63,60,61,200.636823866327,125.2,0,0,0,0,0,0,0
"1947",2013-08-01,2013-06-01,"GIONG RIENG",8.71867540039637,1,0,0,0,0,0,0,26,24,25,50.3082079496949,47.4,0,0,0,0,0,0,0
"1948",2013-08-01,2013-06-01,"GIONG TROM",10.5974335769404,3,0,0,0,0,0,0,144,135,137,286.919957676929,209.4,0,0,0,0,0,0,0
"1949",2013-08-01,2013-06-01,"GO CONG",11.6307930486484,1,0,0,0,0,0,0,47,44,45,65.999378875997,58.2,0,0,0,0,0,0,0
"1950",2013-08-01,2013-06-01,"GO CONG DONG",52.6373632905839,53,0,0,0,0,0,0,166,159,161,262.839799417501,291,0,0,0,1,0,0,0
"1951",2013-08-01,2013-06-01,"GO QUAO",15.3280345582696,2,0,0,0,0,0,0,13,11,11,17.6367827643966,26.8,1,0,0,0,0,0,0
"1952",2013-08-01,2013-06-01,"HA TIEN",6.19624090117613,0,0,0,0,0,0,0,23,21,21,27.2690474021636,49.2,0,0,0,0,0,0,0
"1953",2013-08-01,2013-06-01,"HON DAT",19.6674751891788,8,0,0,0,0,0,0,24,22,23,32.4058813355851,167.75,0,0,0,0,0,0,0
"1954",2013-08-01,2013-06-01,"HONG DAN",5.2550093874937,1,0,0,0,0,0,0,12,11,11,20.0088206689632,39.8,0,0,0,0,0,0,0
"1955",2013-08-01,2013-06-01,"HONG NGU",23.5845805756431,2,0,0,0,0,0,0,113,106,107,274.458603915442,218.85,0,0,0,0,0,0,0
"1956",2013-08-01,2013-06-01,"KE SACH",11.5174853022617,5,0,0,0,0,0,0,84,80,81,112.490387771113,104.6,0,0,0,0,0,0,0
"1957",2013-08-01,2013-06-01,"KIEN LUONG",19.0207588405467,3,0,0,0,0,0,0,42,38,39,60.9687347262916,64.2,0,0,0,0,0,0,0
"1958",2013-08-01,2013-06-01,"LAI VUNG",8.93484985847292,5,0,0,0,0,0,0,48,46,47,56.5093280618962,46.25,0,0,0,0,0,0,0
"1959",2013-08-01,2013-06-01,"LAP VO",15.9178968676748,3,0,0,0,0,0,0,55,52,53,89.145802736006,132.2,0,0,0,0,0,0,0
"1960",2013-08-01,2013-06-01,"LONG HO",15.563638664125,11,0,0,0,0,0,0,32.025,29,30,37.5570880525227,34.6,0,0,0,0,0,0,0
"1961",2013-08-01,2013-06-01,"LONG MY",14.5365643263689,4,0,0,0,0,0,0,37,33,34,61.440195439221,46.2,0,0,0,0,0,0,0
"1962",2013-08-01,2013-06-01,"LONG PHU",55.2531794648256,24,0,0,0,0,0,0,125,120,122,151.394214530251,149,0,0,0,1,0,0,0
"1963",2013-08-01,2013-06-01,"LONG XUYEN",22.9513512478576,32,0,0,0,0,0,0,88,83,85,153.750576579938,234,0,0,0,0,0,0,0
"1964",2013-08-01,2013-06-01,"MANG THIT",11.7281278132228,7,0,0,0,0,0,0,33,30,30,52.8921715449727,56.4,0,0,0,0,0,0,0
"1965",2013-08-01,2013-06-01,"MO CAY",25.6578458950617,9,0,0,0,0,0,0,150,144,146,258.596096038885,239.8,0,0,0,0,0,0,0
"1966",2013-08-01,2013-06-01,"MOC HOA",11.9405495481271,6,0,0,0,0,0,0,21.025,19,20,28.3261363209512,72,0,0,0,0,0,0,0
"1967",2013-08-01,2013-06-01,"MY THO",28.2874815270919,17,0,0,0,0,0,0,123,118,120,134.438531856868,259,0,0,0,0,0,0,0
"1968",2013-08-01,2013-06-01,"MY TU",31.487256171315,9,0,0,0,0,0,0,102,95,96,154.878625453587,126.4,0,0,0,0,0,0,0
"1969",2013-08-01,2013-06-01,"NAM CAN",5.12113842383345,4,0,0,0,0,0,0,73,68,69,225.168077093428,180.4,0,0,0,0,0,0,0
"1970",2013-08-01,2013-06-01,"NGA BAY",32.1430071235932,5,0,0,0,0,0,0,69,65,67,122.919437748737,101.4,0,0,0,0,0,0,0
"1971",2013-08-01,2013-06-01,"NGA NAM",23.3321972824594,5,0,0,0,0,0,0,36,33,34,64.1391494624633,44.6,0,0,0,0,0,0,0
"1972",2013-08-01,2013-06-01,"NGOC HIEN",6.06809205160557,1,0,0,0,0,0,0,26,23,24,67.6139516022558,57.45,0,0,0,0,0,0,0
"1973",2013-08-01,2013-06-01,"NINH KIEU",30.6526868614692,24,0,0,0,0,0,0,54,50,51,64.1559612117025,52.2,0,0,0,0,0,0,0
"1974",2013-08-01,2013-06-01,"O MON",22.4611675868771,6,0,0,0,0,0,0,20,18,18,26.7933318511931,25.25,1,0,0,0,0,0,0
"1975",2013-08-01,2013-06-01,"PHONG DIEN",17.6257362067688,2,0,0,0,0,0,0,20.025,18,19,26.0821051011897,34.8,0,0,0,0,0,0,0
"1976",2013-08-01,2013-06-01,"PHU TAN AN GIANG",11.6343500873711,7,0,0,0,0,0,0,60,57,58,112.162264790823,80.6,0,0,0,0,0,0,0
"1977",2013-08-01,2013-06-01,"PHU TAN CA MAU",25.0819138723091,17,0,0,0,0,0,0,50,46,47,92.3579348986506,67.9,0,0,0,0,0,0,0
"1978",2013-08-01,2013-06-01,"PHUOC LONG",4.48612904552119,3,0,0,0,0,0,0,40.025,37,38,73.7499725576207,61.6,0,0,0,0,0,0,0
"1979",2013-08-01,2013-06-01,"RACH GIA CITY",21.5526568787584,9,0,0,0,0,0,0,78,75,76,127.73017465575,156.6,0,0,0,0,0,0,0
"1980",2013-08-01,2013-06-01,"SA DEC",14.4986858696733,8,0,0,0,0,0,0,49,45,46,78.4527455775931,62,0,0,0,0,0,0,0
"1981",2013-08-01,2013-06-01,"SOC TRANG CITY",39.457675196147,10,0,0,0,0,0,0,69.025,65,66,88.665686261258,189.8,0,0,0,0,0,0,0
"1982",2013-08-01,2013-06-01,"TAM BINH",13.4510043972896,3,0,0,0,0,0,0,36,33,34,37.8610549363711,38.4,0,0,0,0,0,0,0
"1983",2013-08-01,2013-06-01,"TAM NONG",23.3489387734537,8,0,0,0,0,0,0,33,30,30,70.7650282212875,126.4,0,0,0,0,0,0,0
"1984",2013-08-01,2013-06-01,"TAN AN",28.8768638897458,17,0,0,0,0,0,0,124,119,121,196.299946751849,172,0,0,0,0,0,0,0
"1985",2013-08-01,2013-06-01,"TAN CHAU",35.9280537299106,12,0,0,0,0,0,0,100.025,96,98,163.168286550348,159,0,0,0,0,0,0,0
"1986",2013-08-01,2013-06-01,"TAN HIEP",6.88394014639583,0,0,0,0,0,0,0,21,18,19,31.6468827043885,27.3,0,0,0,0,0,0,0
"1987",2013-08-01,2013-06-01,"TAN HONG",44.0501196188882,20,0,0,0,0,0,0,60,56,57,158.742090554808,144.4,0,0,0,0,0,0,0
"1988",2013-08-01,2013-06-01,"TAN HUNG",14.783546854043,0,0,0,0,0,0,0,29,27,28,56.7106453729924,40.85,0,0,0,0,0,0,0
"1989",2013-08-01,2013-06-01,"TAN PHUOC",9.05800395637818,1,0,0,0,0,0,0,31,28,29,46.7103753274072,74.2,0,0,0,0,0,0,0
"1990",2013-08-01,2013-06-01,"TAN THANH",45.6837352584864,1,0,0,0,0,0,0,24,21,22,40.2359123106629,35.8,1,1,1,0,0,0,1
"1991",2013-08-01,2013-06-01,"TAN TRU",16.5927822894752,4,0,0,0,0,0,0,50.025,47,48,80.5430821141545,54.8,0,0,0,0,0,0,0
"1992",2013-08-01,2013-06-01,"THANH BINH",27.3267819015934,3,0,0,0,0,0,0,52,47,48,112.696763471102,383.4,0,0,0,0,0,0,0
"1993",2013-08-01,2013-06-01,"THANH HOA",13.6202303234653,5,0,0,0,0,0,0,21,18,19,36.2582626139129,26.15,0,0,0,0,0,0,0
"1994",2013-08-01,2013-06-01,"THANH PHU",19.3116546327942,85,1,1,1,1,0,1,27,25,26,34.7230838344032,96.6,0,0,0,0,0,0,0
"1995",2013-08-01,2013-06-01,"THANH TRI",15.7651880613684,5,0,0,0,0,0,0,28,25,25,30.6363136862194,24,0,0,0,0,0,0,0
"1996",2013-08-01,2013-06-01,"THAP MUOI",50.0591383422437,18,0,0,0,0,0,0,56.025,53,54,109.289258404579,106.2,0,0,0,1,0,0,0
"1997",2013-08-01,2013-06-01,"THOAI SON",12.1634113587959,4,0,0,0,0,0,0,26,24,25,27.607404868885,80.25,0,0,0,0,0,0,0
"1998",2013-08-01,2013-06-01,"THOI BINH",14.4897538224916,4,0,0,0,0,0,0,39,36,37,115.769678057578,120.95,0,0,0,0,0,0,0
"1999",2013-08-01,2013-06-01,"THOT NOT",6.17043752105635,0,0,0,0,0,0,0,12,11,11,18.3161049846888,27,0,0,0,0,0,0,0
"2000",2013-08-01,2013-06-01,"THU THUA",37.6267979737582,16,0,0,0,0,0,0,53,49,51,75.2252659564759,51.65,0,0,0,0,0,0,0
"2001",2013-08-01,2013-06-01,"TIEU CAN",29.0015546541123,4,0,0,0,0,0,0,53,51,52,127.155034278004,110.2,0,0,0,0,0,0,0
"2002",2013-08-01,2013-06-01,"TINH BIEN",8.62637863258616,5,0,0,0,0,0,0,31,29,30,40.8672316303032,34.55,0,0,0,0,0,0,0
"2003",2013-08-01,2013-06-01,"TRA CU",30.9999106347204,29,0,0,0,0,0,0,68,64,65,100.826009385283,105.55,0,0,0,0,0,0,0
"2004",2013-08-01,2013-06-01,"TRA ON",17.9726170124894,3,0,0,0,0,0,0,43,40,41,63.7946103435869,48,0,0,0,0,0,0,0
"2005",2013-08-01,2013-06-01,"TRA VINH CITY",20.9941717825269,5,0,0,0,0,0,0,29.025,27,28,35.0366663158633,56.6,0,0,0,0,0,0,0
"2006",2013-08-01,2013-06-01,"TRAN VAN THOI",16.0848715676788,14,0,0,0,0,0,0,162,155,157,440.021629737269,306.6,0,0,0,0,0,0,0
"2007",2013-08-01,2013-06-01,"TRI TON",12.5262693110504,4,0,0,0,0,0,0,26,23,24,39.2390972045347,38.8,0,0,0,0,0,0,0
"2008",2013-08-01,2013-06-01,"U MINH",10.9257153727515,2,0,0,0,0,0,0,47,44,45,112.265278945531,78,0,0,0,0,0,0,0
"2009",2013-08-01,2013-06-01,"VI THANH",7.43661923530806,2,0,0,0,0,0,0,9,7,8,13.2233751915118,11.6,0,0,0,0,0,0,0
"2010",2013-08-01,2013-06-01,"VI THUY",6.99533090312941,9,0,0,0,0,0,0,13,11,11,11.1799598391955,23.6,0,0,0,0,0,0,0
"2011",2013-08-01,2013-06-01,"VINH CHAU",14.6003608059617,4,0,0,0,0,0,0,18,16,16,21.007404868885,22.25,0,0,0,0,0,0,0
"2012",2013-08-01,2013-06-01,"VINH HUNG",15.2645147925765,1,0,0,0,0,0,0,11,10,11,10.5749345545253,8.4,1,1,1,0,0,0,1
"2013",2013-08-01,2013-06-01,"VINH LOI",9.43041400858836,10,0,0,0,0,0,0,55,50,51,102.80759448041,83.6,0,0,0,0,0,0,0
"2014",2013-08-01,2013-06-01,"VINH LONG CITY",11.7056576638354,21,0,0,0,0,1,0,24,22,23,24.6233751915118,19,0,0,0,0,0,0,0
"2015",2013-08-01,2013-06-01,"VINH THANH",3.14207792473548,1,0,0,0,0,0,0,4,3,3,2.41421356237309,5.9,0,1,0,0,0,0,0
"2016",2013-08-01,2013-06-01,"VUNG LIEM",18.2723593643149,13,0,0,0,0,0,0,51,47,48,76.6649472731464,164.6,0,0,0,0,0,0,0
"2017",2013-09-01,2013-07-01,"AN MINH",13.4760357754752,14,0,0,0,0,0,0,68.025,65,67,89.2943208829311,140.4,0,0,0,0,0,0,0
"2018",2013-09-01,2013-07-01,"AN PHU",44.9604240306976,31,0,0,0,0,0,0,136,131,132,277.769088013482,286,0,0,0,0,0,0,0
"2019",2013-09-01,2013-07-01,"BA TRI",8.39239808506738,4,0,0,0,0,0,0,67,63,64,135.62216691408,97.3,0,0,0,0,0,0,0
"2020",2013-09-01,2013-07-01,"BAC LIEU",9.30545546138884,0,0,0,0,0,0,0,68.025,63,65,150.732909130599,129.8,0,0,0,0,0,0,0
"2021",2013-09-01,2013-07-01,"BEN LUC",63.1804812164108,24,0,0,0,0,0,0,83,78,79,94.882782025268,76,0,0,0,1,0,0,0
"2022",2013-09-01,2013-07-01,"BEN TRE",14.5713027852862,11,0,0,0,0,0,0,88,84,85,194.20016051354,155.4,0,0,0,0,0,0,0
"2023",2013-09-01,2013-07-01,"BINH DAI",6.95798348692656,9,0,0,0,0,0,0,68,64,65,126.19623646395,93.4,0,0,0,0,0,0,0
"2024",2013-09-01,2013-07-01,"BINH MINH",6.7870168878216,2,0,0,0,0,0,0,43,39,40,68.3927076409049,58.8,0,0,0,0,0,0,0
"2025",2013-09-01,2013-07-01,"BINH THUY",14.4209647081441,0,0,0,0,0,0,0,24,22,23,27.8579292019179,23,0,0,0,0,0,0,0
"2026",2013-09-01,2013-07-01,"CA MAU",13.2223303339183,3,0,0,0,0,0,0,52,49,50,121.246974658924,87.25,0,0,0,0,0,0,0
"2027",2013-09-01,2013-07-01,"CAI BE",23.0401564352873,14,0,0,0,0,0,0,73,68,69,112.930407932042,196.4,0,0,0,0,0,0,0
"2028",2013-09-01,2013-07-01,"CAI LAY",53.1959248971476,26,0,0,0,0,0,0,172.025,167,169,250.350953641191,261.8,0,0,0,1,0,0,0
"2029",2013-09-01,2013-07-01,"CAI NUOC",13.9696126391541,6,0,0,0,0,0,0,40,36,37,86.67225320502,128.7,0,0,0,0,0,0,0
"2030",2013-09-01,2013-07-01,"CAI RANG",7.00747347300889,6,0,0,0,0,0,0,21,19,19,29.6058813355851,31.4,0,0,0,0,0,0,0
"2031",2013-09-01,2013-07-01,"CAN DUOC",43.8892786793,29,0,0,0,0,0,0,61.025,58,60,80.6053250243212,64.9,0,0,0,0,0,0,0
"2032",2013-09-01,2013-07-01,"CAN GIUOC",33.1049787420634,43,0,0,0,0,0,0,60,56,57,72.9054765019068,87,0,0,0,0,0,0,0
"2033",2013-09-01,2013-07-01,"CANG LONG",11.8375056096308,8,0,0,0,0,0,0,23,21,22,44.085013053728,34.2,0,0,0,0,0,0,0
"2034",2013-09-01,2013-07-01,"CAO LANH CITY",20.3727669944568,3,0,0,0,0,0,0,67,65,66,166.842998912122,197.8,0,0,0,0,0,0,0
"2035",2013-09-01,2013-07-01,"CAO LANH DISTRICT",19.7947539693116,12,0,0,0,0,0,0,70,65,66,113.830711248523,264,0,0,0,0,0,0,0
"2036",2013-09-01,2013-07-01,"CAU KE",14.2739278313003,12,0,0,0,0,0,0,26,24,25,42.4165300542777,31.8,0,0,0,0,0,0,0
"2037",2013-09-01,2013-07-01,"CAU NGANG",28.8868348199199,4,0,0,0,0,0,0,31,29,30,57.6076079092353,63.6,0,0,0,0,0,0,0
"2038",2013-09-01,2013-07-01,"CHAU DOC",6.06245058844005,12,0,0,0,0,0,0,31,28,29,45.4435102189687,42.4,0,0,0,0,0,0,0
"2039",2013-09-01,2013-07-01,"CHAU PHU",18.0680728245323,13,0,0,0,0,0,0,84,79,80,134.627580742117,158,0,0,0,0,0,0,0
"2040",2013-09-01,2013-07-01,"CHAU THANH",6.84328416817688,1,0,0,0,0,0,0,32,30,31,57.1100552251055,81,0,0,0,0,0,0,0
"2041",2013-09-01,2013-07-01,"CHAU THANH A",11.509322160533,4,0,0,0,0,0,0,18,16,16,23.7941163743731,23.8,0,0,0,0,0,0,0
"2042",2013-09-01,2013-07-01,"CHAU THANH AN GIANG",13.95210687553,14,0,0,0,0,0,0,53,49,50,78.0635853144922,114.6,0,0,0,0,0,0,0
"2043",2013-09-01,2013-07-01,"CHAU THANH BEN TRE",7.86539356262326,2,0,0,0,0,0,0,110,103,105,222.385755923985,200.2,0,0,0,0,0,0,0
"2044",2013-09-01,2013-07-01,"CHAU THANH DONG THAP",13.2855673725196,5,0,0,0,0,0,0,72,67,69,109.029143456263,85.4,0,0,0,0,0,0,0
"2045",2013-09-01,2013-07-01,"CHAU THANH HAU GIANG",9.75881198807744,3,0,0,0,0,0,0,23,21,22,25.6995495404093,27.8,0,0,0,0,0,0,0
"2046",2013-09-01,2013-07-01,"CHAU THANH LONG AN",13.5085240271866,13,0,0,0,0,0,0,39,36,37,37.0540147089177,33.25,0,0,0,0,0,0,0
"2047",2013-09-01,2013-07-01,"CHAU THANH TIEN GIANG",22.5401711047705,12,0,0,0,0,0,0,112,107,109,144.273533894023,247.2,0,0,0,0,0,0,0
"2048",2013-09-01,2013-07-01,"CHAU THANH TRA VINH",2.71032902445567,2,0,0,0,0,0,0,20,18,18,38.6104457255004,39.2,0,0,0,0,0,0,0
"2049",2013-09-01,2013-07-01,"CHO GAO",8.76375144363936,15,0,0,0,0,0,0,133,127,129,186.193228868176,197.2,0,0,0,0,0,0,0
"2050",2013-09-01,2013-07-01,"CHO LACH",5.49230328586641,2,0,0,0,0,0,0,41,39,40,77.2037655420575,52.25,0,0,0,0,0,0,0
"2051",2013-09-01,2013-07-01,"CHO MOI",30.629578658505,17,0,0,0,0,0,0,119,113,115,252.565380774068,261.4,0,0,0,0,0,0,0
"2052",2013-09-01,2013-07-01,"CO DO",25.2640708303433,5,0,0,0,0,0,0,22,20,21,27.6130373198656,20.95,1,0,1,0,0,0,1
"2053",2013-09-01,2013-07-01,"CU LAO DUNG",12.1998312702279,6,0,0,0,0,0,0,38,35,36,39.9404512298541,33.9,0,0,0,0,0,0,0
"2054",2013-09-01,2013-07-01,"DAM DOI",4.51128737755352,1,0,0,0,0,0,0,48,45,46,96.2698947281616,199,0,0,0,0,0,0,0
"2055",2013-09-01,2013-07-01,"DONG HAI",24.2691269398042,20,0,0,0,0,0,0,41,38,39,78.9309050186861,98.4,0,0,0,0,0,0,0
"2056",2013-09-01,2013-07-01,"DUC HOA",82.5394639363668,69,0,0,0,0,0,0,135,130,132,150.756225048876,125,0,0,0,1,1,0,0
"2057",2013-09-01,2013-07-01,"DUC HUE",17.8189346320995,6,0,0,0,0,0,0,20.025,18,19,20.124038404636,17.5,0,0,1,0,0,0,1
"2058",2013-09-01,2013-07-01,"GIA RAI",12.6855037037692,11,0,0,0,0,0,0,72,68,70,233.412260544654,145.6,0,0,0,0,0,0,0
