"","date","vintage_date","district","ensemble_dist_wgt","case_vintage","epidemic_flag","epidemic_flag_poisson","epidemic_flag_poisson2","epidemic_flag_nb","epidemic_flag_quant","epidemic_flag_fixed","threshold_poisson","threshold_poisson2","threshold_nb","threshold","threshold_quant","epidemic_flag_ensamble_possion","epidemic_flag_ensamble_2sd","epidemic_flag_ensamble_quant","epidemic_flag_ensamble_fix_100","epidemic_flag_ensamble_fix_150","epidemic_flag_ensamble_fix_300","epidemic_flag_ensamble_95quant"
"1",2012-03-01,2012-01-01,"AN MINH",19.6411095452854,32,0,0,0,0,0,0,36,33,34,52.8855834904671,43.9,0,0,0,0,0,0,0
"2",2012-03-01,2012-01-01,"AN PHU",10.4789974282201,8,0,0,0,0,0,0,22,20,20,20.6938330115242,17.1,0,0,0,0,0,0,0
"3",2012-03-01,2012-01-01,"BA TRI",5.17887915937697,5,0,0,0,0,0,0,11,9,10,15.6770782520313,15.3,0,0,0,0,0,0,0
"4",2012-03-01,2012-01-01,"BAC LIEU",15.9892529662834,7,0,0,0,0,0,0,35,32,33,62.8742882212843,73.25,0,0,0,0,0,0,0
"5",2012-03-01,2012-01-01,"BEN LUC",8.74047744548087,7,0,0,0,0,0,0,19,17,18,22.0395488626163,17.5,0,0,0,0,0,0,0
"6",2012-03-01,2012-01-01,"BEN TRE",10.5265641373985,8,0,0,0,0,0,0,21.025,19,20,21.4945765413311,24.2,0,0,0,0,0,0,0
"7",2012-03-01,2012-01-01,"BINH DAI",15.3749223940636,3,0,0,0,0,0,0,22,20,20,25.8579292019179,22.65,0,0,0,0,0,0,0
"8",2012-03-01,2012-01-01,"BINH MINH",13.7427707864701,29,0,1,1,1,1,0,26,23,24,32.2249804992081,24.25,0,0,0,0,0,0,0
"9",2012-03-01,2012-01-01,"BINH THUY",6.74655664978037,5,0,0,0,0,0,0,6,5,6,5.43315017762062,5.5,1,1,1,0,0,0,1
"10",2012-03-01,2012-01-01,"CA MAU",13.1688130292033,7,0,0,0,0,0,0,8,7,7,12.0380092438916,32,1,1,0,0,0,0,0
"11",2012-03-01,2012-01-01,"CAI BE",16.5028428260861,27,0,0,0,0,0,0,39.025,36,37,60.584333653096,57.05,0,0,0,0,0,0,0
"12",2012-03-01,2012-01-01,"CAI LAY",46.8170532192673,49,0,0,0,0,0,0,87.025,83,84,115.925364720074,100,0,0,0,0,0,0,0
"13",2012-03-01,2012-01-01,"CAI NUOC",13.7561229638737,9,0,0,0,0,0,0,22,20,21,47.4998525070538,32.9,0,0,0,0,0,0,0
"14",2012-03-01,2012-01-01,"CAI RANG",8.0822289665584,7,0,0,0,0,0,0,12,10,11,13.4681158050723,15.2,0,0,0,0,0,0,0
"15",2012-03-01,2012-01-01,"CAN DUOC",9.24879998601575,11,1,1,1,1,1,0,10.025,9,9,8.086335345031,6,0,1,1,0,0,0,1
"16",2012-03-01,2012-01-01,"CAN GIUOC",25.4130157892883,14,0,0,0,0,0,0,31,28,29,36.6996894379985,29,0,0,0,0,0,0,0
"17",2012-03-01,2012-01-01,"CANG LONG",6.89391691603253,1,0,0,0,0,0,0,9,8,8,11.8740078740118,8.5,0,0,0,0,0,0,0
"18",2012-03-01,2012-01-01,"CAO LANH CITY",5.73337189154674,3,0,0,0,0,0,0,18,16,16,19.5166517590817,25.25,0,0,0,0,0,0,0
"19",2012-03-01,2012-01-01,"CAO LANH DISTRICT",8.45773092138638,6,0,0,0,0,0,0,36,33,34,49.160130292814,62.6,0,0,0,0,0,0,0
"20",2012-03-01,2012-01-01,"CAU KE",3.83379263210589,2,0,0,0,0,0,0,12,10,10,16.1451410611713,13.65,0,0,0,0,0,0,0
"21",2012-03-01,2012-01-01,"CAU NGANG",2.31467318738573,3,0,0,0,0,0,0,9,7,8,10.028964600959,7.8,0,0,0,0,0,0,0
"22",2012-03-01,2012-01-01,"CHAU DOC",12.7804854722043,12,1,1,1,1,1,0,10,8,8,7.77770876399966,7,1,1,1,0,0,0,1
"23",2012-03-01,2012-01-01,"CHAU PHU",14.5790505531027,25,1,1,1,1,1,0,18.025,16,17,18.3365774725667,14.65,0,0,0,0,0,0,0
"24",2012-03-01,2012-01-01,"CHAU THANH",7.10319470280673,8,0,0,0,0,0,0,14.025,12,13,14.0187226143525,18.5,0,0,0,0,0,0,0
"25",2012-03-01,2012-01-01,"CHAU THANH A",3.79825518166057,4,0,0,0,0,0,0,11.025,10,11,12.7856996786292,18.5,0,0,0,0,0,0,0
"26",2012-03-01,2012-01-01,"CHAU THANH AN GIANG",9.90679799650875,9,0,0,0,0,0,0,15,13,14,22.4913767461894,27.8,0,0,0,0,0,0,0
"27",2012-03-01,2012-01-01,"CHAU THANH BEN TRE",7.79105553106391,6,0,0,0,0,0,0,30,27,28,33.8548237449644,27.6,0,0,0,0,0,0,0
"28",2012-03-01,2012-01-01,"CHAU THANH DONG THAP",12.3600097250151,27,1,0,0,0,0,0,30,27,28,26.1856996786292,29.3,0,0,0,0,0,0,0
"29",2012-03-01,2012-01-01,"CHAU THANH HAU GIANG",7.16200882538048,11,1,1,1,1,1,0,8,7,7,8.41663783151692,7,0,0,1,0,0,0,1
"30",2012-03-01,2012-01-01,"CHAU THANH LONG AN",11.1473543289791,20,1,1,1,1,1,0,12,10,11,16.8627804912002,12.75,0,0,0,0,0,0,0
"31",2012-03-01,2012-01-01,"CHAU THANH TIEN GIANG",23.2384751610049,19,0,0,0,0,0,0,52,48,50,110.979449162076,79.25,0,0,0,0,0,0,0
"32",2012-03-01,2012-01-01,"CHAU THANH TRA VINH",1.31139472616496,3,0,0,0,0,0,0,5,4,5,5.89878030638384,4,0,0,0,0,0,0,0
"33",2012-03-01,2012-01-01,"CHO GAO",12.5208634049905,31,1,1,1,1,1,0,28,25,26,26.6769364084689,22.1,0,0,0,0,0,0,0
"34",2012-03-01,2012-01-01,"CHO LACH",6.38099343347276,11,0,0,0,0,0,0,21,18,19,18.1619441163552,21.85,0,0,0,0,0,0,0
"35",2012-03-01,2012-01-01,"CHO MOI",36.520815012302,48,0,1,1,1,0,0,39,36,37,63.2943208829311,51.55,0,0,0,0,0,0,0
"36",2012-03-01,2012-01-01,"CO DO",4.81670220779636,17,1,1,1,1,1,0,9,8,8,11.1856996786292,8.7,0,0,0,0,0,0,0
"37",2012-03-01,2012-01-01,"CU LAO DUNG",7.24336676820114,9,0,0,0,0,0,0,14,12,13,14.6027022093287,12,0,0,0,0,0,0,0
"38",2012-03-01,2012-01-01,"DAM DOI",13.7088143963447,15,0,0,0,0,0,0,18,16,17,27.4058813355851,19.9,0,0,0,0,0,0,0
"39",2012-03-01,2012-01-01,"DONG HAI",9.94227328776162,21,1,1,1,1,1,0,10,8,9,10.0037024344425,15.65,0,0,0,0,0,0,0
"40",2012-03-01,2012-01-01,"DUC HOA",27.7187175332494,26,1,1,1,1,1,0,16.025,14,15,19.1344085462111,12.75,1,1,1,0,0,0,1
"41",2012-03-01,2012-01-01,"DUC HUE",6.52755474355743,7,1,1,1,1,1,0,4,2,3,2.47332005306815,2.65,1,1,1,0,0,0,1
"42",2012-03-01,2012-01-01,"GIA RAI",4.91552474648272,3,0,0,0,0,0,0,16,14,15,30.1660104885167,24.6,0,0,0,0,0,0,0
"43",2012-03-01,2012-01-01,"GIONG RIENG",3.35445772841064,0,0,0,0,0,0,0,6,5,5,7.5665631459995,8.6,0,0,0,0,0,0,0
"44",2012-03-01,2012-01-01,"GIONG TROM",6.12214150925567,5,0,0,0,0,0,0,16,13,14,17.411104260855,22.3,0,0,0,0,0,0,0
"45",2012-03-01,2012-01-01,"GO CONG",5.08561403615097,2,0,0,0,0,0,0,7,6,6,4.47332005306815,3.7,0,1,1,0,0,0,1
"46",2012-03-01,2012-01-01,"GO CONG DONG",19.4286150999228,31,0,1,1,1,1,0,29,26,27,38.2796378236627,29.3,0,0,0,0,0,0,0
"47",2012-03-01,2012-01-01,"GO QUAO",3.97172121454138,1,0,0,0,0,0,0,7,5,6,6.03318042491699,4,0,0,0,0,0,0,0
"48",2012-03-01,2012-01-01,"HA TIEN",4.80473819906739,12,0,0,0,0,0,0,13.025,12,13,22.5231850475024,15.65,0,0,0,0,0,0,0
"49",2012-03-01,2012-01-01,"HON DAT",6.29574785071234,21,1,1,1,1,0,0,13,11,11,16.0540147089177,27.3,0,0,0,0,0,0,0
"50",2012-03-01,2012-01-01,"HONG DAN",2.64857432580815,0,0,0,0,0,0,0,3,2,2,1.49544511501033,4,0,1,0,0,0,0,0
"51",2012-03-01,2012-01-01,"HONG NGU",12.7990651651839,38,1,1,1,1,1,0,18,15,16,25.0332963783729,26.5,0,0,0,0,0,0,0
"52",2012-03-01,2012-01-01,"KE SACH",10.2904186878423,16,0,0,0,0,0,0,18,16,17,24.6427917452336,19.5,0,0,0,0,0,0,0
"53",2012-03-01,2012-01-01,"KIEN LUONG",15.5074355111201,25,1,1,1,1,1,0,8.02499999999998,7,7,10.2702256149271,8.1,1,1,1,0,0,0,1
"54",2012-03-01,2012-01-01,"LAI VUNG",6.66337042119208,8,0,0,0,0,0,0,17,15,16,17.7246451024636,38.9,0,0,0,0,0,0,0
"55",2012-03-01,2012-01-01,"LAP VO",11.9299821752878,13,0,0,0,0,0,0,26,23,24,25.8445751624941,38.2,0,0,0,0,0,0,0
"56",2012-03-01,2012-01-01,"LONG HO",12.6246758654512,17,1,1,1,1,1,0,14,12,12,12.0990195135928,9,0,1,1,0,0,0,1
"57",2012-03-01,2012-01-01,"LONG MY",5.43899949387245,0,0,0,0,0,0,0,3,2,2,2.38885438199983,5.25,1,1,1,0,0,0,1
"58",2012-03-01,2012-01-01,"LONG PHU",21.6828614159794,31,0,0,0,0,0,0,56.025,53,54,69.637201023428,58.4,0,0,0,0,0,0,0
"59",2012-03-01,2012-01-01,"LONG XUYEN",19.3948181150834,46,0,1,1,1,0,0,42.025,40,41,58.7447017850949,80.6,0,0,0,0,0,0,0
"60",2012-03-01,2012-01-01,"MANG THIT",8.48819072516971,9,0,0,0,0,0,0,10,9,10,12.6157731058639,10.7,0,0,0,0,0,0,0
"61",2012-03-01,2012-01-01,"MO CAY",20.0401647150892,27,1,1,1,1,1,0,18,17,17,15.6904157598234,13.8,1,1,1,0,0,0,1
"62",2012-03-01,2012-01-01,"MOC HOA",1.28384626866155,0,0,0,0,0,0,0,5,4,4,6.61996015920445,4.5,0,0,0,0,0,0,0
"63",2012-03-01,2012-01-01,"MY THO",36.4311672207819,32,0,0,0,0,0,0,50.025,47,48,70.7103482931899,54.95,0,0,0,0,0,0,0
"64",2012-03-01,2012-01-01,"MY TU",12.4343235828509,14,0,0,0,0,0,0,30.025,28,29,44.2050841981129,36.65,0,0,0,0,0,0,0
"65",2012-03-01,2012-01-01,"NAM CAN",6.01554898903189,5,0,0,0,0,0,0,13.025,11,12,16.9390334845093,19.25,0,0,0,0,0,0,0
"66",2012-03-01,2012-01-01,"NGA BAY",9.27488917045925,11,1,0,0,0,1,0,13,11,12,8.47332005306815,7.75,0,1,1,0,0,0,1
"67",2012-03-01,2012-01-01,"NGA NAM",12.8644143680362,14,1,1,1,1,1,0,6,5,5,5.16647939483827,11.9,1,1,1,0,0,0,1
"68",2012-03-01,2012-01-01,"NGOC HIEN",5.02419000875633,11,1,1,1,1,1,0,5,4,5,5.89878030638384,5,1,0,1,0,0,0,1
"69",2012-03-01,2012-01-01,"NINH KIEU",10.8208121901862,13,0,0,0,0,0,0,25.025,23,24,41.2359741172577,38.3,0,0,0,0,0,0,0
"70",2012-03-01,2012-01-01,"O MON",6.75683448503324,1,0,0,0,0,0,0,21,19,20,27.3189531303052,24,0,0,0,0,0,0,0
"71",2012-03-01,2012-01-01,"PHONG DIEN",6.21550866985509,8,0,0,0,0,0,0,10,8,9,13.3863530545955,9.75,0,0,0,0,0,0,0
"72",2012-03-01,2012-01-01,"PHU TAN AN GIANG",14.4776899855826,11,0,0,1,1,0,0,12,10,10,12.8938330115242,12.6,1,1,1,0,0,0,1
"73",2012-03-01,2012-01-01,"PHU TAN CA MAU",30.3677698881917,27,1,1,1,1,1,0,8,7,7,8.61536192416212,6.75,1,1,1,0,0,0,1
"74",2012-03-01,2012-01-01,"PHUOC LONG",6.00211188404628,6,0,0,1,0,0,0,7,5,6,6.29871773792359,29.2,0,0,0,0,0,0,0
"75",2012-03-01,2012-01-01,"RACH GIA CITY",22.9039188591738,46,0,1,1,1,0,0,44,42,43,77.8157867409957,68.95,0,0,0,0,0,0,0
"76",2012-03-01,2012-01-01,"SA DEC",9.27990249988589,13,0,0,0,0,0,0,18,16,17,25.1377067415524,21.9,0,0,0,0,0,0,0
"77",2012-03-01,2012-01-01,"SOC TRANG CITY",12.5366074922711,12,0,0,0,0,0,0,40,37,38,51.3666428910959,47.55,0,0,0,0,0,0,0
"78",2012-03-01,2012-01-01,"TAM BINH",4.04030614664472,6,0,0,0,0,0,0,12,11,11,17.6782977438973,12.7,0,0,0,0,0,0,0
"79",2012-03-01,2012-01-01,"TAM NONG",10.9460046772325,7,0,0,0,0,0,0,20.025,18,18,46.3947972967034,34.3,0,0,0,0,0,0,0
"80",2012-03-01,2012-01-01,"TAN AN",13.634991708803,27,1,1,1,1,1,0,21,19,20,24.6619037896906,18.6,0,0,0,0,0,0,0
"81",2012-03-01,2012-01-01,"TAN CHAU",25.5278661859371,39,1,1,1,1,1,0,18,16,17,21.1344085462111,14.75,1,1,1,0,0,0,1
"82",2012-03-01,2012-01-01,"TAN HIEP",2.74532458937411,4,0,0,0,0,0,0,9,8,8,7.46410161513775,5,0,0,0,0,0,0,0
"83",2012-03-01,2012-01-01,"TAN HONG",10.3163301834474,6,0,0,0,0,0,0,12.025,10,11,28.494443758404,18.65,0,0,0,0,0,0,0
"84",2012-03-01,2012-01-01,"TAN HUNG",6.17294020096988,15,1,1,1,1,1,0,5,3,4,3.80768096208106,3.65,1,1,1,0,0,0,1
"85",2012-03-01,2012-01-01,"TAN PHUOC",4.95993027360508,3,0,0,0,0,0,0,6,5,6,6.03318042491699,4.4,0,0,1,0,0,0,1
"86",2012-03-01,2012-01-01,"TAN THANH",7.38295119535454,3,0,0,0,0,0,0,6,5,5,3.87332005306815,4.3,1,1,1,0,0,0,1
"87",2012-03-01,2012-01-01,"TAN TRU",7.21685789647978,14,1,1,1,1,1,0,8,7,7,7.23318042491699,5.4,0,0,1,0,0,0,1
"88",2012-03-01,2012-01-01,"THANH BINH",5.90830224683524,9,0,0,0,0,0,0,25,23,24,74.5824715872401,49.45,0,0,0,0,0,0,0
"89",2012-03-01,2012-01-01,"THANH HOA",2.60329530074531,1,0,0,0,0,0,0,3,2,2,1.49544511501033,1,0,1,1,0,0,0,1
"90",2012-03-01,2012-01-01,"THANH PHU",7.21218991087923,3,0,0,0,0,0,0,13,12,13,15.8486993241759,22.1,0,0,0,0,0,0,0
"91",2012-03-01,2012-01-01,"THANH TRI",21.3464990441327,15,0,0,1,1,0,0,16,14,14,20.7326007104825,15.4,1,1,1,0,0,0,1
"92",2012-03-01,2012-01-01,"THAP MUOI",17.3359412580732,10,0,0,0,0,0,0,36,33,34,79.3290451400714,54.5,0,0,0,0,0,0,0
"93",2012-03-01,2012-01-01,"THOAI SON",6.58282187756397,7,0,0,0,0,0,0,13,11,11,18.614745187682,33.15,0,0,0,0,0,0,0
"94",2012-03-01,2012-01-01,"THOI BINH",21.1078278343192,4,0,0,0,0,0,0,18,15,16,24.3189531303052,19.95,1,0,1,0,0,0,1
"95",2012-03-01,2012-01-01,"THOT NOT",4.39606870675847,9,0,0,1,1,0,0,9.02499999999998,8,8,14.2399203184089,41.3,0,0,0,0,0,0,0
"96",2012-03-01,2012-01-01,"THU THUA",8.03094783486071,9,0,0,0,0,0,0,19,16,17,30.2265126805554,21.75,0,0,0,0,0,0,0
"97",2012-03-01,2012-01-01,"TIEU CAN",10.1571267683046,4,0,0,0,0,0,0,9,7,7,12.2717933554715,11.7,1,0,0,0,0,0,0
"98",2012-03-01,2012-01-01,"TINH BIEN",4.7243946357385,13,1,1,1,1,1,0,6,5,5,4.80768096208106,3.7,0,0,1,0,0,0,1
"99",2012-03-01,2012-01-01,"TRA CU",2.99662354840831,7,0,0,0,0,0,0,15,13,14,15.4833147735479,11,0,0,0,0,0,0,0
"100",2012-03-01,2012-01-01,"TRA ON",10.4938664769246,11,0,0,1,0,0,0,12,10,11,14.6769364084689,13,0,0,0,0,0,0,0
"101",2012-03-01,2012-01-01,"TRA VINH CITY",1.64932239284275,3,0,0,0,0,0,0,7,5,6,6.23318042491699,4.5,0,0,0,0,0,0,0
"102",2012-03-01,2012-01-01,"TRAN VAN THOI",24.9494966113561,39,1,1,1,1,0,0,16,14,15,28.4672316303032,39.45,1,0,0,0,0,0,0
"103",2012-03-01,2012-01-01,"TRI TON",9.12014744731892,5,0,0,0,0,0,0,13,11,12,18.0542568506211,12.85,0,0,0,0,0,0,0
"104",2012-03-01,2012-01-01,"U MINH",4.89919066496392,3,0,0,0,0,0,0,13,11,12,25.5296556295091,36,0,0,0,0,0,0,0
"105",2012-03-01,2012-01-01,"VI THANH",0.907751616004388,0,0,0,0,0,0,0,4,3,3,3.82842712474619,3,0,0,0,0,0,0,0
"106",2012-03-01,2012-01-01,"VI THUY",2.16965546352874,1,0,0,0,0,0,0,5,4,4,3.18885438199983,4.95,0,0,0,0,0,0,0
"107",2012-03-01,2012-01-01,"VINH CHAU",8.27602851152949,5,0,0,0,0,0,0,11,9,10,11.164414002969,8.5,0,0,0,0,0,0,0
"108",2012-03-01,2012-01-01,"VINH HUNG",1.55571555477924,1,0,0,0,0,0,0,3,2,2,1.49544511501033,1,0,1,1,0,0,0,1
"109",2012-03-01,2012-01-01,"VINH LOI",23.8465559653424,18,0,0,0,0,0,0,28,26,27,38.8780669690185,75.85,0,0,0,0,0,0,0
"110",2012-03-01,2012-01-01,"VINH LONG CITY",10.1269151517638,18,1,1,1,1,1,0,10,8,9,6.88035085019828,5.7,1,1,1,0,0,0,1
"111",2012-03-01,2012-01-01,"VINH THANH",1.7915696972191,2,0,0,0,0,0,0,4,3,3,3,11.8,0,0,0,0,0,0,0
"112",2012-03-01,2012-01-01,"VUNG LIEM",11.735869147014,12,0,0,0,0,0,0,16,14,15,25.6560019445794,18.5,0,0,0,0,0,0,0
"113",2012-04-01,2012-02-01,"AN MINH",43.0291138931086,36,0,0,0,0,0,0,47.025,44,45,88.2813511337643,62.3,0,0,0,0,0,0,0
"114",2012-04-01,2012-02-01,"AN PHU",17.6308672579158,23,0,0,0,0,0,0,49,45,46,106.325241651611,75.85,0,0,0,0,0,0,0
"115",2012-04-01,2012-02-01,"BA TRI",9.31342392382896,9,0,0,0,0,0,0,27,24,25,41.454038521275,30.9,0,0,0,0,0,0,0
"116",2012-04-01,2012-02-01,"BAC LIEU",12.9025822292062,6,0,0,0,0,0,0,30,28,29,69.3558507170123,90,0,0,0,0,0,0,0
"117",2012-04-01,2012-02-01,"BEN LUC",15.2940219194026,15,0,0,0,0,0,0,19,16,17,16.8609903369994,17.9,0,0,0,0,0,0,0
"118",2012-04-01,2012-02-01,"BEN TRE",15.6164111378555,8,0,0,0,0,0,0,24,21,22,34.9196421439349,27,0,0,0,0,0,0,0
"119",2012-04-01,2012-02-01,"BINH DAI",13.1589320327585,5,0,0,0,0,0,0,30,27,28,53.1223961189,125.65,0,0,0,0,0,0,0
"120",2012-04-01,2012-02-01,"BINH MINH",40.8939979000811,14,0,0,0,0,0,0,30,27,28,46.4983145535444,33.95,1,0,1,0,0,0,1
"121",2012-04-01,2012-02-01,"BINH THUY",14.1536255931861,8,0,0,0,0,0,0,11,10,10,12.4702256149271,11,1,1,1,0,0,0,1
"122",2012-04-01,2012-02-01,"CA MAU",27.0323337345632,10,0,0,0,0,0,0,13,11,11,21.7177317930167,35.8,1,1,0,0,0,0,0
"123",2012-04-01,2012-02-01,"CAI BE",25.669873409329,11,0,0,0,0,0,0,42,39,40,74.2612190566116,75.6,0,0,0,0,0,0,0
"124",2012-04-01,2012-02-01,"CAI LAY",66.1583983959437,38,0,0,0,0,0,0,96.025,91,92,143.11184694225,104.7,0,0,0,1,0,0,0
"125",2012-04-01,2012-02-01,"CAI NUOC",19.3724510128985,11,0,0,0,0,0,0,17,15,16,41.0833289218278,33.5,1,0,0,0,0,0,0
"126",2012-04-01,2012-02-01,"CAI RANG",8.43129530327662,4,0,0,0,0,0,0,14.025,12,13,14.8938330115242,22.4,0,0,0,0,0,0,0
"127",2012-04-01,2012-02-01,"CAN DUOC",22.1821699092804,12,0,0,0,0,0,0,18,16,17,20.2540147089177,14.7,1,1,1,0,0,0,1
"128",2012-04-01,2012-02-01,"CAN GIUOC",32.8777713542229,22,0,0,0,0,0,0,38,35,36,56.3131200641846,42.65,0,0,0,0,0,0,0
"129",2012-04-01,2012-02-01,"CANG LONG",11.4926937121898,9,1,1,1,1,1,0,5,4,5,4.40768096208106,3,1,1,1,0,0,0,1
"130",2012-04-01,2012-02-01,"CAO LANH CITY",6.53551240740275,12,0,0,0,0,0,0,24,22,23,38.404347415217,35.95,0,0,0,0,0,0,0
"131",2012-04-01,2012-02-01,"CAO LANH DISTRICT",12.0810313510623,13,0,0,0,0,0,0,40,36,37,74.8529117683274,83.3,0,0,0,0,0,0,0
"132",2012-04-01,2012-02-01,"CAU KE",5.06490309782948,2,0,0,0,0,0,0,16,14,15,25.1340135912763,17.7,0,0,0,0,0,0,0
"133",2012-04-01,2012-02-01,"CAU NGANG",6.32906098264545,2,0,0,0,0,0,0,11,9,10,13.4746516952745,11.65,0,0,0,0,0,0,0
"134",2012-04-01,2012-02-01,"CHAU DOC",13.6336439684905,27,1,1,1,1,1,0,10,8,9,9.61996015920445,6.7,1,1,1,0,0,0,1
"135",2012-04-01,2012-02-01,"CHAU PHU",29.5557100045798,36,0,1,1,1,1,0,30,27,28,41.6272558436134,33.6,0,0,0,0,0,0,0
"136",2012-04-01,2012-02-01,"CHAU THANH",15.6093854480399,13,0,0,0,0,0,0,19,17,18,41.4865418418269,33.25,0,0,0,0,0,0,0
"137",2012-04-01,2012-02-01,"CHAU THANH A",5.79790822045483,7,0,0,0,0,0,0,9,8,8,10.9282032302755,10,0,0,0,0,0,0,0
"138",2012-04-01,2012-02-01,"CHAU THANH AN GIANG",15.0285146945479,11,0,0,0,0,0,0,18,16,17,25.2727939540626,61.8,0,0,0,0,0,0,0
"139",2012-04-01,2012-02-01,"CHAU THANH BEN TRE",10.4460731033477,1,0,0,0,0,0,0,23,21,21,29.9733953225043,23.6,0,0,0,0,0,0,0
"140",2012-04-01,2012-02-01,"CHAU THANH DONG THAP",31.6809419583926,13,0,0,0,0,0,0,26,24,25,30.5646599662505,36.1,1,1,0,0,0,0,0
"141",2012-04-01,2012-02-01,"CHAU THANH HAU GIANG",13.485069210407,6,0,0,0,0,0,0,10,8,9,11.4702256149271,13.25,1,1,1,0,0,0,1
"142",2012-04-01,2012-02-01,"CHAU THANH LONG AN",17.5696792523435,21,1,1,1,1,1,0,10,9,9,13.4486993241759,10,1,1,1,0,0,0,1
"143",2012-04-01,2012-02-01,"CHAU THANH TIEN GIANG",39.037001660889,27,0,0,0,0,0,0,67,62,64,172.331128101072,118.4,0,0,0,0,0,0,0
"144",2012-04-01,2012-02-01,"CHAU THANH TRA VINH",4.48406388255412,0,0,0,0,0,0,0,6,5,6,5.7466401061363,7.1,0,0,0,0,0,0,0
"145",2012-04-01,2012-02-01,"CHO GAO",20.7865345882853,33,1,1,1,1,1,0,27,24,25,29.8015872016187,20.7,0,0,1,0,0,0,1
"146",2012-04-01,2012-02-01,"CHO LACH",10.0661570080175,5,0,0,0,0,0,0,25,22,23,27.3161049846888,25.9,0,0,0,0,0,0,0
"147",2012-04-01,2012-02-01,"CHO MOI",70.8276023454145,97,0,1,1,1,1,0,57,53,54,106.299921996832,85,1,0,0,1,0,0,0
"148",2012-04-01,2012-02-01,"CO DO",14.5816214485773,7,0,0,0,0,0,0,16,13,14,22.0088206689632,18.65,0,0,0,0,0,0,0
"149",2012-04-01,2012-02-01,"CU LAO DUNG",8.15813662615119,12,0,0,0,0,0,0,14,12,13,22.6731549451334,15.4,0,0,0,0,0,0,0
"150",2012-04-01,2012-02-01,"DAM DOI",31.2925339835285,15,0,0,0,0,0,0,26,23,24,79.7965516309463,58.3,1,0,0,0,0,0,0
"151",2012-04-01,2012-02-01,"DONG HAI",16.8048066940344,15,1,1,1,1,0,0,10,8,9,12.2230428862432,31.5,1,1,0,0,0,0,0
"152",2012-04-01,2012-02-01,"DUC HOA",54.4750582490026,39,1,1,1,1,1,0,12,10,11,15.2736184954957,10.8,1,1,1,1,0,0,1
"153",2012-04-01,2012-02-01,"DUC HUE",13.2316704329344,5,0,0,0,0,0,0,6,5,6,7.61536192416212,11,1,1,1,0,0,0,1
"154",2012-04-01,2012-02-01,"GIA RAI",7.37154672557552,5,0,0,0,0,0,0,13,11,11,22.0588633048507,24.3,0,0,0,0,0,0,0
"155",2012-04-01,2012-02-01,"GIONG RIENG",5.1713297789528,1,0,0,0,0,0,0,8,7,7,7.29871773792359,9.9,0,0,0,0,0,0,0
"156",2012-04-01,2012-02-01,"GIONG TROM",9.99968358920822,6,0,0,0,0,0,0,29,26,27,47.8310178946588,35.45,0,0,0,0,0,0,0
"157",2012-04-01,2012-02-01,"GO CONG",11.0997450514389,6,0,0,0,0,1,0,8,6,7,7.53589667773576,5.75,1,1,1,0,0,0,1
"158",2012-04-01,2012-02-01,"GO CONG DONG",46.174930370766,25,0,0,0,0,0,0,35,32,33,48.2487113059643,36.8,1,0,1,0,0,0,1
"159",2012-04-01,2012-02-01,"GO QUAO",6.82457441819769,5,0,0,0,0,0,0,7.02499999999998,6,7,11.1246451024636,8.6,0,0,0,0,0,0,0
"160",2012-04-01,2012-02-01,"HA TIEN",14.0010842692876,9,0,0,0,0,0,0,12,10,11,29.5234061635339,28.4,1,0,0,0,0,0,0
"161",2012-04-01,2012-02-01,"HON DAT",27.6146221320558,63,1,1,1,1,1,0,23,20,21,36.82068043792,32.65,1,0,0,0,0,0,0
"162",2012-04-01,2012-02-01,"HONG DAN",6.98731321408614,3,0,0,0,0,0,0,6,5,5,7.92712842531054,16.75,1,0,0,0,0,0,0
"163",2012-04-01,2012-02-01,"HONG NGU",21.0845636199344,61,1,1,1,1,1,0,25,23,23,55.6346582764306,43.35,0,0,0,0,0,0,0
"164",2012-04-01,2012-02-01,"KE SACH",24.5647424230675,10,0,0,0,0,0,0,36,33,34,62.0722709695075,46,0,0,0,0,0,0,0
"165",2012-04-01,2012-02-01,"KIEN LUONG",22.5366535068543,26,1,1,1,1,1,0,10,8,9,11.3230945255886,11.1,1,1,1,0,0,0,1
"166",2012-04-01,2012-02-01,"LAI VUNG",8.34936892326973,4,0,0,0,0,0,0,18,15,16,19.6953597148327,50.1,0,0,0,0,0,0,0
"167",2012-04-01,2012-02-01,"LAP VO",19.5484559873179,14,0,0,0,0,0,0,39,36,37,42.3177317930167,53.95,0,0,0,0,0,0,0
"168",2012-04-01,2012-02-01,"LONG HO",17.4151336226982,16,1,1,1,1,1,0,13,11,12,9.63315017762062,10.3,1,1,1,0,0,0,1
"169",2012-04-01,2012-02-01,"LONG MY",8.05352093333043,3,0,0,0,0,0,0,6,5,5,9.87400787401181,10.3,1,0,0,0,0,0,0
"170",2012-04-01,2012-02-01,"LONG PHU",56.4401420769538,57,0,0,0,0,0,0,78,73,75,134.717112128692,113.3,0,0,0,1,0,0,0
"171",2012-04-01,2012-02-01,"LONG XUYEN",42.1608560949533,70,0,1,1,1,0,0,66,62,63,131.727909331713,109.05,0,0,0,0,0,0,0
"172",2012-04-01,2012-02-01,"MANG THIT",14.1653478814053,13,1,1,1,1,1,0,9,7,7,10.172670690062,9,1,1,1,0,0,0,1
